,NAME,S1901_C04_012E
9216,ZCTA5 28660,34773
9217,ZCTA5 28662,-
9218,ZCTA5 28663,11505
9219,ZCTA5 28664,-
9220,ZCTA5 28665,25828
9221,ZCTA5 28666,-
9222,ZCTA5 28667,20833
9223,ZCTA5 28668,-
9224,ZCTA5 28669,29833
9225,ZCTA5 28670,29886
9226,ZCTA5 28671,26250
9227,ZCTA5 28672,-
9228,ZCTA5 28673,54824
9229,ZCTA5 28675,31023
9230,ZCTA5 28676,35931
9231,ZCTA5 28677,28859
9232,ZCTA5 28678,30833
9233,ZCTA5 28679,31403
9234,ZCTA5 28681,26612
9235,ZCTA5 28682,-
9236,ZCTA5 28683,23894
9237,ZCTA5 28684,28171
9238,ZCTA5 28685,20000
9239,ZCTA5 28689,37656
9240,ZCTA5 28690,22557
9241,ZCTA5 28692,29201
9242,ZCTA5 28693,22434
9243,ZCTA5 28694,26771
9244,ZCTA5 28697,23075
9245,ZCTA5 28698,33496
9246,ZCTA5 28701,33491
9247,ZCTA5 28702,-
9248,ZCTA5 28704,48000
9249,ZCTA5 28705,29816
9250,ZCTA5 28707,39375
9251,ZCTA5 28708,-
9252,ZCTA5 28709,29153
9253,ZCTA5 28710,-
9254,ZCTA5 28711,24533
9255,ZCTA5 28712,38480
9256,ZCTA5 28713,23056
9257,ZCTA5 28714,25256
9258,ZCTA5 28715,29910
9259,ZCTA5 28716,26623
9260,ZCTA5 28717,44759
9261,ZCTA5 28718,37738
9262,ZCTA5 28719,24562
9263,ZCTA5 28720,-
9264,ZCTA5 28721,24387
9265,ZCTA5 28722,27378
9266,ZCTA5 28723,31687
9267,ZCTA5 28725,-
9268,ZCTA5 28726,34012
9269,ZCTA5 28729,43644
9270,ZCTA5 28730,30357
9271,ZCTA5 28731,27606
9272,ZCTA5 28732,38733
9273,ZCTA5 28733,-
9274,ZCTA5 28734,22304
9275,ZCTA5 28735,-
9276,ZCTA5 28736,33042
9277,ZCTA5 28739,34811
9278,ZCTA5 28740,15735
9279,ZCTA5 28741,36793
9280,ZCTA5 28742,38191
9281,ZCTA5 28743,21188
9282,ZCTA5 28745,-
9283,ZCTA5 28746,27163
9284,ZCTA5 28747,30202
9285,ZCTA5 28748,35280
9286,ZCTA5 28749,-
9287,ZCTA5 28751,42108
9288,ZCTA5 28752,26292
9289,ZCTA5 28753,18990
9290,ZCTA5 28754,25611
9291,ZCTA5 28755,-
9292,ZCTA5 28756,39118
9293,ZCTA5 28757,-
9294,ZCTA5 28758,-
9295,ZCTA5 28759,34306
9296,ZCTA5 28761,26382
9297,ZCTA5 28762,29238
9298,ZCTA5 28763,28963
9299,ZCTA5 28766,-
9300,ZCTA5 28768,17946
9301,ZCTA5 28770,-
9302,ZCTA5 28771,28721
9303,ZCTA5 28772,-
9304,ZCTA5 28773,33068
9305,ZCTA5 28774,106106
9306,ZCTA5 28775,83313
9307,ZCTA5 28777,22306
9308,ZCTA5 28778,34421
9309,ZCTA5 28779,32122
9310,ZCTA5 28781,20761
9311,ZCTA5 28782,31860
9312,ZCTA5 28783,31900
9313,ZCTA5 28785,35764
9314,ZCTA5 28786,32335
9315,ZCTA5 28787,43046
9316,ZCTA5 28788,42083
9317,ZCTA5 28789,23857
9318,ZCTA5 28790,-
9319,ZCTA5 28791,40933
9320,ZCTA5 28792,31958
9321,ZCTA5 28801,29426
9322,ZCTA5 28803,42391
9323,ZCTA5 28804,51001
9324,ZCTA5 28805,31108
9325,ZCTA5 28806,37385
9326,ZCTA5 28901,32480
9327,ZCTA5 28902,-
9328,ZCTA5 28904,22167
9329,ZCTA5 28905,19732
9330,ZCTA5 28906,24672
9331,ZCTA5 28909,28333
9332,ZCTA5 29001,24000
9333,ZCTA5 29003,18582
9334,ZCTA5 29006,29786
9335,ZCTA5 29009,32072
9336,ZCTA5 29010,19119
9337,ZCTA5 29014,42778
9338,ZCTA5 29015,30052
9339,ZCTA5 29016,43640
9340,ZCTA5 29018,-
9341,ZCTA5 29020,29157
9342,ZCTA5 29030,30694
9343,ZCTA5 29031,15057
9344,ZCTA5 29032,12792
9345,ZCTA5 29033,43248
9346,ZCTA5 29036,45000
9347,ZCTA5 29037,-
9348,ZCTA5 29038,21620
9349,ZCTA5 29039,49896
9350,ZCTA5 29040,41510
9351,ZCTA5 29042,13861
9352,ZCTA5 29044,29327
9353,ZCTA5 29045,36024
9354,ZCTA5 29046,-
9355,ZCTA5 29047,18419
9356,ZCTA5 29048,27222
9357,ZCTA5 29051,13393
9358,ZCTA5 29052,-
9359,ZCTA5 29053,28944
9360,ZCTA5 29054,41237
9361,ZCTA5 29055,17009
9362,ZCTA5 29056,17738
9363,ZCTA5 29058,22083
9364,ZCTA5 29059,30904
9365,ZCTA5 29061,36659
9366,ZCTA5 29062,-
9367,ZCTA5 29063,47515
9368,ZCTA5 29065,41157
9369,ZCTA5 29067,24452
9370,ZCTA5 29069,23262
9371,ZCTA5 29070,32196
9372,ZCTA5 29072,53379
9373,ZCTA5 29073,39274
9374,ZCTA5 29074,53261
9375,ZCTA5 29075,20000
9376,ZCTA5 29078,24825
9377,ZCTA5 29079,-
9378,ZCTA5 29080,16680
9379,ZCTA5 29081,21667
9380,ZCTA5 29082,23750
9381,ZCTA5 29101,38214
9382,ZCTA5 29102,20230
9383,ZCTA5 29104,16786
9384,ZCTA5 29105,-
9385,ZCTA5 29107,25139
9386,ZCTA5 29108,28704
9387,ZCTA5 29111,16103
9388,ZCTA5 29112,19333
9389,ZCTA5 29113,16776
9390,ZCTA5 29114,23929
9391,ZCTA5 29115,16057
9392,ZCTA5 29117,-
9393,ZCTA5 29118,27353
9394,ZCTA5 29122,-
9395,ZCTA5 29123,41599
9396,ZCTA5 29125,18060
9397,ZCTA5 29126,34932
9398,ZCTA5 29127,33643
9399,ZCTA5 29128,13685
9400,ZCTA5 29129,-
9401,ZCTA5 29130,20000
9402,ZCTA5 29133,-
9403,ZCTA5 29135,23687
9404,ZCTA5 29137,25846
9405,ZCTA5 29138,18995
9406,ZCTA5 29142,17279
9407,ZCTA5 29145,27760
9408,ZCTA5 29146,16607
9409,ZCTA5 29148,24450
9410,ZCTA5 29150,20779
9411,ZCTA5 29152,18556
9412,ZCTA5 29153,23867
9413,ZCTA5 29154,38044
9414,ZCTA5 29160,36278
9415,ZCTA5 29161,29140
9416,ZCTA5 29162,21532
9417,ZCTA5 29163,15606
9418,ZCTA5 29164,-
9419,ZCTA5 29166,-
9420,ZCTA5 29168,25213
9421,ZCTA5 29169,35255
9422,ZCTA5 29170,47013
9423,ZCTA5 29172,36806
9424,ZCTA5 29175,-
9425,ZCTA5 29177,-
9426,ZCTA5 29178,21575
9427,ZCTA5 29180,23072
9428,ZCTA5 29201,23693
9429,ZCTA5 29203,29464
9430,ZCTA5 29204,29839
9431,ZCTA5 29205,36571
9432,ZCTA5 29206,44435
9433,ZCTA5 29207,-
9434,ZCTA5 29208,-
9435,ZCTA5 29209,38190
9436,ZCTA5 29210,36958
9437,ZCTA5 29212,47942
9438,ZCTA5 29223,32431
9439,ZCTA5 29225,-
9440,ZCTA5 29229,51628
9441,ZCTA5 29301,33676
9442,ZCTA5 29302,40070
9443,ZCTA5 29303,24149
9444,ZCTA5 29306,18957
9445,ZCTA5 29307,35292
9446,ZCTA5 29316,33019
9447,ZCTA5 29320,-
9448,ZCTA5 29321,19343
9449,ZCTA5 29322,26315
9450,ZCTA5 29323,27868
9451,ZCTA5 29324,-
9452,ZCTA5 29325,23200
9453,ZCTA5 29329,-
9454,ZCTA5 29330,23098
9455,ZCTA5 29331,-
9456,ZCTA5 29332,34688
9457,ZCTA5 29333,-
9458,ZCTA5 29334,40000
9459,ZCTA5 29335,-
9460,ZCTA5 29338,-
9461,ZCTA5 29340,22639
9462,ZCTA5 29341,24851
9463,ZCTA5 29346,22361
9464,ZCTA5 29349,37669
9465,ZCTA5 29351,24219
9466,ZCTA5 29353,26058
9467,ZCTA5 29355,-
9468,ZCTA5 29356,16577
9469,ZCTA5 29360,26133
9470,ZCTA5 29364,21071
9471,ZCTA5 29365,50259
9472,ZCTA5 29368,-
9473,ZCTA5 29369,41898
9474,ZCTA5 29370,-
9475,ZCTA5 29372,24052
9476,ZCTA5 29373,-
9477,ZCTA5 29374,26000
9478,ZCTA5 29375,-
9479,ZCTA5 29376,35714
9480,ZCTA5 29377,"2,500-"
9481,ZCTA5 29378,-
9482,ZCTA5 29379,21308
9483,ZCTA5 29384,31250
9484,ZCTA5 29385,30553
9485,ZCTA5 29388,53162
9486,ZCTA5 29401,47962
9487,ZCTA5 29403,41736
9488,ZCTA5 29404,60964
9489,ZCTA5 29405,31606
9490,ZCTA5 29406,34881
9491,ZCTA5 29407,47320
9492,ZCTA5 29409,-
9493,ZCTA5 29410,48885
9494,ZCTA5 29412,57194
9495,ZCTA5 29414,51114
9496,ZCTA5 29418,33023
9497,ZCTA5 29420,39744
9498,ZCTA5 29424,-
9499,ZCTA5 29425,-
9500,ZCTA5 29426,9429
9501,ZCTA5 29429,18604
9502,ZCTA5 29431,19465
9503,ZCTA5 29432,12647
9504,ZCTA5 29434,13838
9505,ZCTA5 29435,26300
9506,ZCTA5 29436,46042
9507,ZCTA5 29437,32949
9508,ZCTA5 29438,37083
9509,ZCTA5 29439,-
9510,ZCTA5 29440,26297
9511,ZCTA5 29445,45206
9512,ZCTA5 29446,48125
9513,ZCTA5 29448,30559
9514,ZCTA5 29449,25933
9515,ZCTA5 29450,28750
9516,ZCTA5 29451,106635
9517,ZCTA5 29452,34063
9518,ZCTA5 29453,-
9519,ZCTA5 29455,59750
9520,ZCTA5 29456,50765
9521,ZCTA5 29458,-
9522,ZCTA5 29461,41026
9523,ZCTA5 29464,64257
9524,ZCTA5 29466,47581
9525,ZCTA5 29468,27546
9526,ZCTA5 29469,-
9527,ZCTA5 29470,36604
9528,ZCTA5 29471,27477
9529,ZCTA5 29472,32188
9530,ZCTA5 29474,24105
9531,ZCTA5 29475,30477
9532,ZCTA5 29477,31964
9533,ZCTA5 29479,24415
9534,ZCTA5 29481,31250
9535,ZCTA5 29482,126042
9536,ZCTA5 29483,38366
9537,ZCTA5 29485,48606
9538,ZCTA5 29486,46938
9539,ZCTA5 29487,-
9540,ZCTA5 29488,25638
9541,ZCTA5 29492,83373
9542,ZCTA5 29493,-
9543,ZCTA5 29501,38781
9544,ZCTA5 29505,31579
9545,ZCTA5 29506,17386
9546,ZCTA5 29510,17906
9547,ZCTA5 29511,16591
9548,ZCTA5 29512,21700
9549,ZCTA5 29516,16528
9550,ZCTA5 29518,-
9551,ZCTA5 29519,12852
9552,ZCTA5 29520,22345
9553,ZCTA5 29525,14444
9554,ZCTA5 29526,29730
9555,ZCTA5 29527,29696
9556,ZCTA5 29530,24313
9557,ZCTA5 29532,23525
9558,ZCTA5 29536,26325
9559,ZCTA5 29540,24924
9560,ZCTA5 29541,23644
9561,ZCTA5 29543,-
9562,ZCTA5 29544,26563
9563,ZCTA5 29545,30406
9564,ZCTA5 29546,16324
9565,ZCTA5 29547,-
9566,ZCTA5 29550,25191
9567,ZCTA5 29554,18594
9568,ZCTA5 29555,29224
9569,ZCTA5 29556,14506
9570,ZCTA5 29560,21954
9571,ZCTA5 29563,20042
9572,ZCTA5 29564,17824
9573,ZCTA5 29565,20287
9574,ZCTA5 29566,36499
9575,ZCTA5 29567,14808
9576,ZCTA5 29568,35917
9577,ZCTA5 29569,23950
9578,ZCTA5 29570,16011
9579,ZCTA5 29571,18681
9580,ZCTA5 29572,36404
9581,ZCTA5 29574,19451
9582,ZCTA5 29575,42255
9583,ZCTA5 29576,36980
9584,ZCTA5 29577,31164
9585,ZCTA5 29579,48102
9586,ZCTA5 29580,-
9587,ZCTA5 29581,20208
9588,ZCTA5 29582,43207
9589,ZCTA5 29583,20478
9590,ZCTA5 29584,20743
9591,ZCTA5 29585,50921
9592,ZCTA5 29588,38845
9593,ZCTA5 29589,-
9594,ZCTA5 29590,-
9595,ZCTA5 29591,25534
9596,ZCTA5 29592,18571
9597,ZCTA5 29593,17174
9598,ZCTA5 29594,11406
9599,ZCTA5 29596,23371
9600,ZCTA5 29601,42019
9601,ZCTA5 29605,33707
9602,ZCTA5 29607,45575
9603,ZCTA5 29609,31981
9604,ZCTA5 29611,28493
9605,ZCTA5 29613,-
9606,ZCTA5 29614,-
9607,ZCTA5 29615,41580
9608,ZCTA5 29617,29250
9609,ZCTA5 29620,27919
9610,ZCTA5 29621,35344
9611,ZCTA5 29624,15897
9612,ZCTA5 29625,29389
9613,ZCTA5 29626,23263
9614,ZCTA5 29627,29213
9615,ZCTA5 29628,19744
9616,ZCTA5 29630,24101
9617,ZCTA5 29631,26241
9618,ZCTA5 29634,-
9619,ZCTA5 29635,33500
9620,ZCTA5 29638,21667
9621,ZCTA5 29639,45027
9622,ZCTA5 29640,24703
9623,ZCTA5 29642,35803
9624,ZCTA5 29643,20223
9625,ZCTA5 29644,26422
9626,ZCTA5 29645,28244
9627,ZCTA5 29646,21205
9628,ZCTA5 29649,33450
9629,ZCTA5 29650,51379
9630,ZCTA5 29651,31630
9631,ZCTA5 29653,32803
9632,ZCTA5 29654,25923
9633,ZCTA5 29655,15654
9634,ZCTA5 29657,28500
9635,ZCTA5 29658,-
9636,ZCTA5 29659,-
9637,ZCTA5 29661,-
9638,ZCTA5 29662,46464
9639,ZCTA5 29664,23000
9640,ZCTA5 29665,-
9641,ZCTA5 29666,33199
9642,ZCTA5 29667,21250
9643,ZCTA5 29669,34006
9644,ZCTA5 29670,31857
9645,ZCTA5 29671,22450
9646,ZCTA5 29672,30949
9647,ZCTA5 29673,42399
9648,ZCTA5 29676,26615
9649,ZCTA5 29678,32657
9650,ZCTA5 29680,56391
9651,ZCTA5 29681,48455
9652,ZCTA5 29682,-
9653,ZCTA5 29683,-
9654,ZCTA5 29684,31063
9655,ZCTA5 29685,-
9656,ZCTA5 29686,11776
9657,ZCTA5 29687,37614
9658,ZCTA5 29689,-
9659,ZCTA5 29690,25358
9660,ZCTA5 29691,22542
9661,ZCTA5 29692,29831
9662,ZCTA5 29693,29158
9663,ZCTA5 29696,29885
9664,ZCTA5 29697,52270
9665,ZCTA5 29702,20417
9666,ZCTA5 29704,30234
9667,ZCTA5 29706,27530
9668,ZCTA5 29707,71917
9669,ZCTA5 29708,67568
9670,ZCTA5 29709,45322
9671,ZCTA5 29710,37481
9672,ZCTA5 29712,18424
9673,ZCTA5 29714,52794
9674,ZCTA5 29715,48153
9675,ZCTA5 29717,40410
9676,ZCTA5 29718,40032
9677,ZCTA5 29720,30010
9678,ZCTA5 29724,-
9679,ZCTA5 29726,36328
9680,ZCTA5 29727,14416
9681,ZCTA5 29728,23450
9682,ZCTA5 29729,-
9683,ZCTA5 29730,34936
9684,ZCTA5 29732,43755
9685,ZCTA5 29733,-
9686,ZCTA5 29741,24265
9687,ZCTA5 29742,13816
9688,ZCTA5 29743,22083
9689,ZCTA5 29745,31450
9690,ZCTA5 29801,22280
9691,ZCTA5 29803,40090
9692,ZCTA5 29805,29915
9693,ZCTA5 29809,40417
9694,ZCTA5 29810,16062
9695,ZCTA5 29812,22922
9696,ZCTA5 29816,-
9697,ZCTA5 29817,17344
9698,ZCTA5 29819,36250
9699,ZCTA5 29821,-
9700,ZCTA5 29824,27500
9701,ZCTA5 29826,16056
9702,ZCTA5 29827,14255
9703,ZCTA5 29828,-
9704,ZCTA5 29829,38413
9705,ZCTA5 29831,29114
9706,ZCTA5 29832,16353
9707,ZCTA5 29834,-
9708,ZCTA5 29835,35530
9709,ZCTA5 29836,11193
9710,ZCTA5 29838,35625
9711,ZCTA5 29840,-
9712,ZCTA5 29841,36237
9713,ZCTA5 29842,22348
9714,ZCTA5 29843,-
9715,ZCTA5 29844,-
9716,ZCTA5 29845,44554
9717,ZCTA5 29847,20476
9718,ZCTA5 29848,33393
9719,ZCTA5 29849,-
9720,ZCTA5 29851,31490
9721,ZCTA5 29853,21378
9722,ZCTA5 29856,17981
9723,ZCTA5 29860,48529
9724,ZCTA5 29899,-
9725,ZCTA5 29902,42964
9726,ZCTA5 29904,-
9727,ZCTA5 29905,-
9728,ZCTA5 29906,35857
9729,ZCTA5 29907,46212
9730,ZCTA5 29909,42400
9731,ZCTA5 29910,55828
9732,ZCTA5 29911,20982
9733,ZCTA5 29912,-
9734,ZCTA5 29915,221500
9735,ZCTA5 29916,35985
9736,ZCTA5 29918,18680
9737,ZCTA5 29920,35515
9738,ZCTA5 29921,-
9739,ZCTA5 29922,40625
9740,ZCTA5 29923,25909
9741,ZCTA5 29924,29967
9742,ZCTA5 29926,52464
9743,ZCTA5 29927,37336
9744,ZCTA5 29928,68224
9745,ZCTA5 29929,25662
9746,ZCTA5 29932,-
9747,ZCTA5 29934,37917
9748,ZCTA5 29935,55768
9749,ZCTA5 29936,19861
9750,ZCTA5 29939,-
9751,ZCTA5 29940,27240
9752,ZCTA5 29941,-
9753,ZCTA5 29943,-
9754,ZCTA5 29944,21220
9755,ZCTA5 29945,29174
9756,ZCTA5 30002,34266
9757,ZCTA5 30004,76383
9758,ZCTA5 30005,82961
9759,ZCTA5 30008,38089
9760,ZCTA5 30009,64291
9761,ZCTA5 30011,56587
9762,ZCTA5 30012,34696
9763,ZCTA5 30013,43550
9764,ZCTA5 30014,41109
9765,ZCTA5 30016,39937
9766,ZCTA5 30017,60173
9767,ZCTA5 30018,-
9768,ZCTA5 30019,75566
9769,ZCTA5 30021,38920
9770,ZCTA5 30022,76593
9771,ZCTA5 30024,67525
9772,ZCTA5 30025,39250
9773,ZCTA5 30028,58456
9774,ZCTA5 30030,46961
9775,ZCTA5 30032,37937
9776,ZCTA5 30033,65549
9777,ZCTA5 30034,37230
9778,ZCTA5 30035,37264
9779,ZCTA5 30038,41952
9780,ZCTA5 30039,52496
9781,ZCTA5 30040,67179
9782,ZCTA5 30041,56526
9783,ZCTA5 30043,44459
9784,ZCTA5 30044,49837
9785,ZCTA5 30045,63393
9786,ZCTA5 30046,38539
9787,ZCTA5 30047,41212
9788,ZCTA5 30052,47308
9789,ZCTA5 30054,39375
9790,ZCTA5 30055,62885
9791,ZCTA5 30056,33250
9792,ZCTA5 30058,40134
9793,ZCTA5 30060,38603
9794,ZCTA5 30062,57672
9795,ZCTA5 30064,42190
9796,ZCTA5 30066,55797
9797,ZCTA5 30067,50403
9798,ZCTA5 30068,52290
9799,ZCTA5 30070,-
9800,ZCTA5 30071,38559
9801,ZCTA5 30072,49219
9802,ZCTA5 30075,76732
9803,ZCTA5 30076,63511
9804,ZCTA5 30078,45644
9805,ZCTA5 30079,50703
9806,ZCTA5 30080,63494
9807,ZCTA5 30082,68962
9808,ZCTA5 30083,35461
9809,ZCTA5 30084,54370
9810,ZCTA5 30087,62882
9811,ZCTA5 30088,38212
9812,ZCTA5 30090,-
9813,ZCTA5 30092,37243
9814,ZCTA5 30093,37806
9815,ZCTA5 30094,56544
9816,ZCTA5 30096,47591
9817,ZCTA5 30097,56259
9818,ZCTA5 30101,45696
9819,ZCTA5 30102,44426
9820,ZCTA5 30103,36263
9821,ZCTA5 30104,31854
9822,ZCTA5 30105,18981
9823,ZCTA5 30106,36811
9824,ZCTA5 30107,43057
9825,ZCTA5 30108,24353
9826,ZCTA5 30110,33469
9827,ZCTA5 30111,-
9828,ZCTA5 30113,21667
9829,ZCTA5 30114,39415
9830,ZCTA5 30115,51667
9831,ZCTA5 30116,33472
9832,ZCTA5 30117,34223
9833,ZCTA5 30118,-
9834,ZCTA5 30120,38458
9835,ZCTA5 30121,38792
9836,ZCTA5 30122,40511
9837,ZCTA5 30124,52955
9838,ZCTA5 30125,26304
9839,ZCTA5 30126,55571
9840,ZCTA5 30127,60820
9841,ZCTA5 30132,42390
9842,ZCTA5 30134,37707
9843,ZCTA5 30135,44817
9844,ZCTA5 30137,32188
9845,ZCTA5 30139,30625
9846,ZCTA5 30141,56030
9847,ZCTA5 30143,42255
9848,ZCTA5 30144,51383
9849,ZCTA5 30145,28565
9850,ZCTA5 30147,25583
9851,ZCTA5 30148,-
9852,ZCTA5 30149,-
9853,ZCTA5 30152,52241
9854,ZCTA5 30153,26484
9855,ZCTA5 30157,48092
9856,ZCTA5 30161,29575
9857,ZCTA5 30165,34172
9858,ZCTA5 30168,34504
9859,ZCTA5 30170,-
9860,ZCTA5 30171,53647
9861,ZCTA5 30173,17305
9862,ZCTA5 30175,38052
9863,ZCTA5 30176,21434
9864,ZCTA5 30177,-
9865,ZCTA5 30178,-
9866,ZCTA5 30179,36250
9867,ZCTA5 30180,44311
9868,ZCTA5 30182,15521
9869,ZCTA5 30183,44375
9870,ZCTA5 30184,40273
9871,ZCTA5 30185,26029
9872,ZCTA5 30187,53327
9873,ZCTA5 30188,53356
9874,ZCTA5 30189,68858
9875,ZCTA5 30204,30529
9876,ZCTA5 30205,40833
9877,ZCTA5 30206,37260
9878,ZCTA5 30213,44842
9879,ZCTA5 30214,57717
9880,ZCTA5 30215,41071
9881,ZCTA5 30216,33565
9882,ZCTA5 30217,23189
9883,ZCTA5 30218,-
9884,ZCTA5 30220,37556
9885,ZCTA5 30222,19547
9886,ZCTA5 30223,25874
9887,ZCTA5 30224,31151
9888,ZCTA5 30228,36375
9889,ZCTA5 30229,-
9890,ZCTA5 30230,16967
9891,ZCTA5 30233,36424
9892,ZCTA5 30234,-
9893,ZCTA5 30236,43021
9894,ZCTA5 30238,34014
9895,ZCTA5 30240,26054
9896,ZCTA5 30241,33577
9897,ZCTA5 30248,50511
9898,ZCTA5 30250,-
9899,ZCTA5 30251,46875
9900,ZCTA5 30252,60959
9901,ZCTA5 30253,51904
9902,ZCTA5 30256,40664
9903,ZCTA5 30257,28980
9904,ZCTA5 30258,31528
9905,ZCTA5 30259,41923
9906,ZCTA5 30260,34049
9907,ZCTA5 30263,38343
9908,ZCTA5 30265,52088
9909,ZCTA5 30268,42582
9910,ZCTA5 30269,49879
9911,ZCTA5 30272,-
9912,ZCTA5 30273,34579
9913,ZCTA5 30274,30207
9914,ZCTA5 30275,-
9915,ZCTA5 30276,46595
9916,ZCTA5 30277,55059
9917,ZCTA5 30281,50024
9918,ZCTA5 30284,-
9919,ZCTA5 30285,34028
9920,ZCTA5 30286,22615
9921,ZCTA5 30288,-
9922,ZCTA5 30289,-
9923,ZCTA5 30290,52765
9924,ZCTA5 30291,33881
9925,ZCTA5 30292,32364
9926,ZCTA5 30293,19083
9927,ZCTA5 30294,45354
9928,ZCTA5 30295,16630
9929,ZCTA5 30296,37771
9930,ZCTA5 30297,32459
9931,ZCTA5 30303,19890
9932,ZCTA5 30305,63789
9933,ZCTA5 30306,74844
9934,ZCTA5 30307,89063
9935,ZCTA5 30308,65683
9936,ZCTA5 30309,77357
9937,ZCTA5 30310,32327
9938,ZCTA5 30311,28575
9939,ZCTA5 30312,56174
9940,ZCTA5 30313,59115
9941,ZCTA5 30314,20792
9942,ZCTA5 30315,21992
9943,ZCTA5 30316,65600
9944,ZCTA5 30317,45149
9945,ZCTA5 30318,50179
9946,ZCTA5 30319,77442
9947,ZCTA5 30322,-
9948,ZCTA5 30324,65938
9949,ZCTA5 30326,89518
9950,ZCTA5 30327,69136
9951,ZCTA5 30328,68151
9952,ZCTA5 30329,52368
9953,ZCTA5 30331,42643
9954,ZCTA5 30332,-
9955,ZCTA5 30334,-
9956,ZCTA5 30336,46268
9957,ZCTA5 30337,42621
9958,ZCTA5 30338,58973
9959,ZCTA5 30339,75213
9960,ZCTA5 30340,43417
9961,ZCTA5 30341,57692
9962,ZCTA5 30342,71909
9963,ZCTA5 30344,41167
9964,ZCTA5 30345,66821
9965,ZCTA5 30346,70405
9966,ZCTA5 30349,41575
9967,ZCTA5 30350,60606
9968,ZCTA5 30354,44220
9969,ZCTA5 30360,62823
9970,ZCTA5 30363,61232
9971,ZCTA5 30401,27147
9972,ZCTA5 30410,34583
9973,ZCTA5 30411,14391
9974,ZCTA5 30412,16765
9975,ZCTA5 30413,28750
9976,ZCTA5 30414,-
9977,ZCTA5 30415,38022
9978,ZCTA5 30417,29148
9979,ZCTA5 30420,19477
9980,ZCTA5 30421,28333
9981,ZCTA5 30423,13250
9982,ZCTA5 30425,-
9983,ZCTA5 30426,73396
9984,ZCTA5 30427,27158
9985,ZCTA5 30428,14105
9986,ZCTA5 30429,38224
9987,ZCTA5 30434,17210
9988,ZCTA5 30436,24592
9989,ZCTA5 30439,17617
9990,ZCTA5 30441,24079
9991,ZCTA5 30442,21958
9992,ZCTA5 30445,13900
9993,ZCTA5 30446,23654
9994,ZCTA5 30448,-
9995,ZCTA5 30449,-
9996,ZCTA5 30450,15417
9997,ZCTA5 30451,-
9998,ZCTA5 30452,37807
9999,ZCTA5 30453,26632
10000,ZCTA5 30454,-
10001,ZCTA5 30455,14318
10002,ZCTA5 30456,26862
10003,ZCTA5 30457,11734
10004,ZCTA5 30458,26405
10005,ZCTA5 30460,-
10006,ZCTA5 30461,33350
10007,ZCTA5 30464,-
10008,ZCTA5 30467,22782
10009,ZCTA5 30470,46042
10010,ZCTA5 30471,20972
10011,ZCTA5 30473,23668
10012,ZCTA5 30474,31441
10013,ZCTA5 30477,28819
10014,ZCTA5 30501,36463
10015,ZCTA5 30504,43333
10016,ZCTA5 30506,42461
10017,ZCTA5 30507,30055
10018,ZCTA5 30510,32794
10019,ZCTA5 30511,-
10020,ZCTA5 30512,24422
10021,ZCTA5 30513,34552
10022,ZCTA5 30516,62361
10023,ZCTA5 30517,56910
10024,ZCTA5 30518,44030
10025,ZCTA5 30519,53523
10026,ZCTA5 30520,39583
10027,ZCTA5 30521,-
10028,ZCTA5 30522,24583
10029,ZCTA5 30523,36598
10030,ZCTA5 30525,30433
10031,ZCTA5 30527,31786
10032,ZCTA5 30528,31973
10033,ZCTA5 30529,48378
10034,ZCTA5 30530,26384
10035,ZCTA5 30531,25404
10036,ZCTA5 30533,29858
10037,ZCTA5 30534,44352
10038,ZCTA5 30535,23555
10039,ZCTA5 30536,31779
10040,ZCTA5 30537,13000
10041,ZCTA5 30538,21164
10042,ZCTA5 30539,20455
10043,ZCTA5 30540,32188
10044,ZCTA5 30541,76731
10045,ZCTA5 30542,59167
10046,ZCTA5 30543,-
10047,ZCTA5 30545,37685
10048,ZCTA5 30546,34094
10049,ZCTA5 30547,48092
10050,ZCTA5 30548,47107
10051,ZCTA5 30549,32022
10052,ZCTA5 30552,37361
10053,ZCTA5 30553,28125
10054,ZCTA5 30554,31322
10055,ZCTA5 30555,21366
10056,ZCTA5 30557,21053
10057,ZCTA5 30558,24732
10058,ZCTA5 30559,41125
10059,ZCTA5 30560,28299
10060,ZCTA5 30562,24306
10061,ZCTA5 30563,26509
10062,ZCTA5 30564,49120
10063,ZCTA5 30565,36450
10064,ZCTA5 30566,29300
10065,ZCTA5 30567,46477
10066,ZCTA5 30568,31810
10067,ZCTA5 30571,46953
10068,ZCTA5 30572,20592
10069,ZCTA5 30573,-
10070,ZCTA5 30575,-
10071,ZCTA5 30576,26507
10072,ZCTA5 30577,21578
10073,ZCTA5 30581,-
10074,ZCTA5 30582,24018
10075,ZCTA5 30597,-
10076,ZCTA5 30598,-
10077,ZCTA5 30601,18991
10078,ZCTA5 30602,-
10079,ZCTA5 30605,27006
10080,ZCTA5 30606,33970
10081,ZCTA5 30607,37101
10082,ZCTA5 30609,-
10083,ZCTA5 30619,21184
10084,ZCTA5 30620,54208
10085,ZCTA5 30621,40625
10086,ZCTA5 30622,39399
10087,ZCTA5 30623,-
10088,ZCTA5 30624,15120
10089,ZCTA5 30625,31719
10090,ZCTA5 30627,25344
10091,ZCTA5 30628,54771
10092,ZCTA5 30629,30672
10093,ZCTA5 30630,19167
10094,ZCTA5 30631,36944
10095,ZCTA5 30633,33313
10096,ZCTA5 30634,-
10097,ZCTA5 30635,23295
