,NAME,S1901_C04_012E
27665,ZCTA5 78201,23033
27666,ZCTA5 78202,30008
27667,ZCTA5 78203,23527
27668,ZCTA5 78204,27245
27669,ZCTA5 78205,-
27670,ZCTA5 78207,15289
27671,ZCTA5 78208,14509
27672,ZCTA5 78209,50184
27673,ZCTA5 78210,26538
27674,ZCTA5 78211,26964
27675,ZCTA5 78212,40826
27676,ZCTA5 78213,34113
27677,ZCTA5 78214,25100
27678,ZCTA5 78215,62770
27679,ZCTA5 78216,38535
27680,ZCTA5 78217,38330
27681,ZCTA5 78218,31174
27682,ZCTA5 78219,27157
27683,ZCTA5 78220,26522
27684,ZCTA5 78221,25693
27685,ZCTA5 78222,19531
27686,ZCTA5 78223,25142
27687,ZCTA5 78224,36563
27688,ZCTA5 78225,27772
27689,ZCTA5 78226,17656
27690,ZCTA5 78227,28548
27691,ZCTA5 78228,25715
27692,ZCTA5 78229,37366
27693,ZCTA5 78230,44478
27694,ZCTA5 78231,46638
27695,ZCTA5 78232,52209
27696,ZCTA5 78233,41055
27697,ZCTA5 78234,33333
27698,ZCTA5 78235,43714
27699,ZCTA5 78236,128021
27700,ZCTA5 78237,22590
27701,ZCTA5 78238,38664
27702,ZCTA5 78239,42440
27703,ZCTA5 78240,43545
27704,ZCTA5 78242,24754
27705,ZCTA5 78243,-
27706,ZCTA5 78244,42357
27707,ZCTA5 78245,43243
27708,ZCTA5 78247,56141
27709,ZCTA5 78248,60582
27710,ZCTA5 78249,53617
27711,ZCTA5 78250,53217
27712,ZCTA5 78251,47833
27713,ZCTA5 78252,57102
27714,ZCTA5 78253,59007
27715,ZCTA5 78254,73708
27716,ZCTA5 78255,77664
27717,ZCTA5 78256,50781
27718,ZCTA5 78257,55476
27719,ZCTA5 78258,54232
27720,ZCTA5 78259,59865
27721,ZCTA5 78260,55959
27722,ZCTA5 78261,58981
27723,ZCTA5 78263,35701
27724,ZCTA5 78264,29017
27725,ZCTA5 78266,51250
27726,ZCTA5 78330,19792
27727,ZCTA5 78332,19101
27728,ZCTA5 78336,37113
27729,ZCTA5 78338,-
27730,ZCTA5 78339,-
27731,ZCTA5 78340,30114
27732,ZCTA5 78341,15385
27733,ZCTA5 78342,-
27734,ZCTA5 78343,24769
27735,ZCTA5 78344,-
27736,ZCTA5 78347,-
27737,ZCTA5 78349,-
27738,ZCTA5 78351,-
27739,ZCTA5 78352,-
27740,ZCTA5 78353,11125
27741,ZCTA5 78355,15700
27742,ZCTA5 78357,19559
27743,ZCTA5 78358,16225
27744,ZCTA5 78359,25833
27745,ZCTA5 78360,-
27746,ZCTA5 78361,33631
27747,ZCTA5 78362,48271
27748,ZCTA5 78363,24096
27749,ZCTA5 78368,22762
27750,ZCTA5 78369,-
27751,ZCTA5 78370,26607
27752,ZCTA5 78371,-
27753,ZCTA5 78372,21909
27754,ZCTA5 78373,-
27755,ZCTA5 78374,44048
27756,ZCTA5 78375,37511
27757,ZCTA5 78376,-
27758,ZCTA5 78377,26731
27759,ZCTA5 78379,44141
27760,ZCTA5 78380,17219
27761,ZCTA5 78382,30734
27762,ZCTA5 78383,25463
27763,ZCTA5 78384,31387
27764,ZCTA5 78385,-
27765,ZCTA5 78387,13917
27766,ZCTA5 78389,23245
27767,ZCTA5 78390,23992
27768,ZCTA5 78391,-
27769,ZCTA5 78393,28514
27770,ZCTA5 78401,18256
27771,ZCTA5 78402,-
27772,ZCTA5 78404,27096
27773,ZCTA5 78405,20322
27774,ZCTA5 78406,-
27775,ZCTA5 78407,39844
27776,ZCTA5 78408,19840
27777,ZCTA5 78409,26641
27778,ZCTA5 78410,47966
27779,ZCTA5 78411,35548
27780,ZCTA5 78412,34813
27781,ZCTA5 78413,45442
27782,ZCTA5 78414,58285
27783,ZCTA5 78415,28443
27784,ZCTA5 78416,22771
27785,ZCTA5 78417,45381
27786,ZCTA5 78418,49205
27787,ZCTA5 78419,87981
27788,ZCTA5 78501,26890
27789,ZCTA5 78503,32811
27790,ZCTA5 78504,44688
27791,ZCTA5 78516,27443
27792,ZCTA5 78520,15761
27793,ZCTA5 78521,18472
27794,ZCTA5 78526,41329
27795,ZCTA5 78535,20735
27796,ZCTA5 78536,78571
27797,ZCTA5 78537,19144
27798,ZCTA5 78538,17235
27799,ZCTA5 78539,43935
27800,ZCTA5 78540,-
27801,ZCTA5 78541,24930
27802,ZCTA5 78542,23380
27803,ZCTA5 78543,24271
27804,ZCTA5 78545,17647
27805,ZCTA5 78547,8785
27806,ZCTA5 78548,11326
27807,ZCTA5 78549,7804
27808,ZCTA5 78550,29002
27809,ZCTA5 78552,27420
27810,ZCTA5 78557,16172
27811,ZCTA5 78558,-
27812,ZCTA5 78559,23646
27813,ZCTA5 78560,-
27814,ZCTA5 78561,-
27815,ZCTA5 78562,16359
27816,ZCTA5 78563,-
27817,ZCTA5 78564,-
27818,ZCTA5 78565,-
27819,ZCTA5 78566,17555
27820,ZCTA5 78567,16042
27821,ZCTA5 78569,14894
27822,ZCTA5 78570,13516
27823,ZCTA5 78572,26159
27824,ZCTA5 78573,16275
27825,ZCTA5 78574,22541
27826,ZCTA5 78575,39300
27827,ZCTA5 78576,15015
27828,ZCTA5 78577,25540
27829,ZCTA5 78578,23071
27830,ZCTA5 78579,-
27831,ZCTA5 78580,23194
27832,ZCTA5 78582,11551
27833,ZCTA5 78583,12485
27834,ZCTA5 78584,17695
27835,ZCTA5 78585,-
27836,ZCTA5 78586,21417
27837,ZCTA5 78588,-
27838,ZCTA5 78589,22931
27839,ZCTA5 78590,13068
27840,ZCTA5 78591,31382
27841,ZCTA5 78592,-
27842,ZCTA5 78593,9934
27843,ZCTA5 78594,9693
27844,ZCTA5 78595,9602
27845,ZCTA5 78596,20631
27846,ZCTA5 78597,52733
27847,ZCTA5 78598,19063
27848,ZCTA5 78599,21544
27849,ZCTA5 78602,30036
27850,ZCTA5 78605,52781
27851,ZCTA5 78606,43750
27852,ZCTA5 78607,-
27853,ZCTA5 78608,-
27854,ZCTA5 78609,36111
27855,ZCTA5 78610,54338
27856,ZCTA5 78611,31031
27857,ZCTA5 78612,42244
27858,ZCTA5 78613,62885
27859,ZCTA5 78614,18705
27860,ZCTA5 78615,-
27861,ZCTA5 78616,41906
27862,ZCTA5 78617,44941
27863,ZCTA5 78618,44688
27864,ZCTA5 78619,86354
27865,ZCTA5 78620,47183
27866,ZCTA5 78621,72837
27867,ZCTA5 78622,21563
27868,ZCTA5 78623,48906
27869,ZCTA5 78624,36595
27870,ZCTA5 78626,55817
27871,ZCTA5 78628,51520
27872,ZCTA5 78629,31992
27873,ZCTA5 78631,35329
27874,ZCTA5 78632,-
27875,ZCTA5 78633,50281
27876,ZCTA5 78634,68270
27877,ZCTA5 78635,-
27878,ZCTA5 78636,40846
27879,ZCTA5 78638,13167
27880,ZCTA5 78639,33298
27881,ZCTA5 78640,50640
27882,ZCTA5 78641,62386
27883,ZCTA5 78642,53087
27884,ZCTA5 78643,30233
27885,ZCTA5 78644,43336
27886,ZCTA5 78645,44386
27887,ZCTA5 78648,26063
27888,ZCTA5 78650,30385
27889,ZCTA5 78652,77813
27890,ZCTA5 78653,60605
27891,ZCTA5 78654,34368
27892,ZCTA5 78655,33818
27893,ZCTA5 78656,47035
27894,ZCTA5 78657,49643
27895,ZCTA5 78658,-
27896,ZCTA5 78659,43556
27897,ZCTA5 78660,62872
27898,ZCTA5 78661,30781
27899,ZCTA5 78662,43529
27900,ZCTA5 78663,-
27901,ZCTA5 78664,54485
27902,ZCTA5 78665,66744
27903,ZCTA5 78666,29868
27904,ZCTA5 78669,47670
27905,ZCTA5 78670,-
27906,ZCTA5 78671,26843
27907,ZCTA5 78672,-
27908,ZCTA5 78674,-
27909,ZCTA5 78675,-
27910,ZCTA5 78676,35552
27911,ZCTA5 78677,-
27912,ZCTA5 78681,55625
27913,ZCTA5 78701,110993
27914,ZCTA5 78702,73605
27915,ZCTA5 78703,81308
27916,ZCTA5 78704,67897
27917,ZCTA5 78705,20258
27918,ZCTA5 78712,-
27919,ZCTA5 78717,63245
27920,ZCTA5 78719,43578
27921,ZCTA5 78721,60179
27922,ZCTA5 78722,69517
27923,ZCTA5 78723,54370
27924,ZCTA5 78724,53438
27925,ZCTA5 78725,78759
27926,ZCTA5 78726,60533
27927,ZCTA5 78727,66691
27928,ZCTA5 78728,47772
27929,ZCTA5 78729,58245
27930,ZCTA5 78730,67813
27931,ZCTA5 78731,50371
27932,ZCTA5 78732,51673
27933,ZCTA5 78733,-
27934,ZCTA5 78734,71215
27935,ZCTA5 78735,68512
27936,ZCTA5 78736,65373
27937,ZCTA5 78737,56789
27938,ZCTA5 78738,57063
27939,ZCTA5 78739,85498
27940,ZCTA5 78741,53384
27941,ZCTA5 78742,34967
27942,ZCTA5 78744,50466
27943,ZCTA5 78745,59888
27944,ZCTA5 78746,76771
27945,ZCTA5 78747,64615
27946,ZCTA5 78748,65846
27947,ZCTA5 78749,75143
27948,ZCTA5 78750,57115
27949,ZCTA5 78751,54647
27950,ZCTA5 78752,41917
27951,ZCTA5 78753,49710
27952,ZCTA5 78754,59599
27953,ZCTA5 78756,51205
27954,ZCTA5 78757,54964
27955,ZCTA5 78758,60819
27956,ZCTA5 78759,56888
27957,ZCTA5 78801,26940
27958,ZCTA5 78802,-
27959,ZCTA5 78827,13843
27960,ZCTA5 78828,-
27961,ZCTA5 78829,-
27962,ZCTA5 78830,23456
27963,ZCTA5 78832,21930
27964,ZCTA5 78833,-
27965,ZCTA5 78834,14555
27966,ZCTA5 78836,-
27967,ZCTA5 78837,-
27968,ZCTA5 78838,"250,000+"
27969,ZCTA5 78839,15288
27970,ZCTA5 78840,24630
27971,ZCTA5 78841,-
27972,ZCTA5 78842,-
27973,ZCTA5 78843,-
27974,ZCTA5 78850,-
27975,ZCTA5 78851,-
27976,ZCTA5 78852,15667
27977,ZCTA5 78860,-
27978,ZCTA5 78861,31078
27979,ZCTA5 78870,34500
27980,ZCTA5 78871,-
27981,ZCTA5 78872,25987
27982,ZCTA5 78873,33553
27983,ZCTA5 78877,-
27984,ZCTA5 78879,-
27985,ZCTA5 78880,28194
27986,ZCTA5 78881,18621
27987,ZCTA5 78883,54402
27988,ZCTA5 78884,41944
27989,ZCTA5 78885,-
27990,ZCTA5 78886,73958
27991,ZCTA5 78931,-
27992,ZCTA5 78932,28750
27993,ZCTA5 78933,-
27994,ZCTA5 78934,47586
27995,ZCTA5 78935,-
27996,ZCTA5 78938,50893
27997,ZCTA5 78940,40682
27998,ZCTA5 78941,38625
27999,ZCTA5 78942,39340
28000,ZCTA5 78943,-
28001,ZCTA5 78944,109844
28002,ZCTA5 78945,24272
28003,ZCTA5 78946,24423
28004,ZCTA5 78947,29009
28005,ZCTA5 78948,14063
28006,ZCTA5 78949,78171
28007,ZCTA5 78950,57969
28008,ZCTA5 78951,-
28009,ZCTA5 78953,101908
28010,ZCTA5 78954,32292
28011,ZCTA5 78956,32377
28012,ZCTA5 78957,36572
28013,ZCTA5 78959,23750
28014,ZCTA5 78962,20800
28015,ZCTA5 78963,33650
28016,ZCTA5 79001,30750
28017,ZCTA5 79002,-
28018,ZCTA5 79003,81250
28019,ZCTA5 79005,-
28020,ZCTA5 79007,27838
28021,ZCTA5 79008,-
28022,ZCTA5 79009,37596
28023,ZCTA5 79010,51136
28024,ZCTA5 79011,63194
28025,ZCTA5 79012,-
28026,ZCTA5 79013,31827
28027,ZCTA5 79014,26402
28028,ZCTA5 79015,29132
28029,ZCTA5 79016,-
28030,ZCTA5 79018,16161
28031,ZCTA5 79019,39219
28032,ZCTA5 79021,-
28033,ZCTA5 79022,41387
28034,ZCTA5 79024,38056
28035,ZCTA5 79025,-
28036,ZCTA5 79027,42083
28037,ZCTA5 79029,38750
28038,ZCTA5 79031,22371
28039,ZCTA5 79032,33333
28040,ZCTA5 79033,-
28041,ZCTA5 79034,38750
28042,ZCTA5 79035,40885
28043,ZCTA5 79036,23545
28044,ZCTA5 79039,25000
28045,ZCTA5 79040,40781
28046,ZCTA5 79041,-
28047,ZCTA5 79042,35917
28048,ZCTA5 79043,34091
28049,ZCTA5 79044,39219
28050,ZCTA5 79045,34046
28051,ZCTA5 79046,37778
28052,ZCTA5 79051,-
28053,ZCTA5 79052,-
28054,ZCTA5 79053,-
28055,ZCTA5 79054,23750
28056,ZCTA5 79056,-
28057,ZCTA5 79057,35469
28058,ZCTA5 79058,-
28059,ZCTA5 79059,40536
28060,ZCTA5 79061,-
28061,ZCTA5 79062,-
28062,ZCTA5 79063,60750
28063,ZCTA5 79064,22557
28064,ZCTA5 79065,32274
28065,ZCTA5 79066,-
28066,ZCTA5 79068,58750
28067,ZCTA5 79070,38375
28068,ZCTA5 79072,24449
28069,ZCTA5 79073,-
28070,ZCTA5 79078,16620
28071,ZCTA5 79079,27500
28072,ZCTA5 79080,29792
28073,ZCTA5 79081,29561
28074,ZCTA5 79082,25536
28075,ZCTA5 79083,26750
28076,ZCTA5 79084,27375
28077,ZCTA5 79085,-
28078,ZCTA5 79086,31397
28079,ZCTA5 79087,40192
28080,ZCTA5 79088,26050
28081,ZCTA5 79091,-
28082,ZCTA5 79092,-
28083,ZCTA5 79093,-
28084,ZCTA5 79094,-
28085,ZCTA5 79095,29773
28086,ZCTA5 79096,31625
28087,ZCTA5 79097,43250
28088,ZCTA5 79098,37917
28089,ZCTA5 79101,22153
28090,ZCTA5 79102,30640
28091,ZCTA5 79103,28750
28092,ZCTA5 79104,30476
28093,ZCTA5 79106,28897
28094,ZCTA5 79107,19052
28095,ZCTA5 79108,29440
28096,ZCTA5 79109,35939
28097,ZCTA5 79110,39451
28098,ZCTA5 79111,37063
28099,ZCTA5 79118,42007
28100,ZCTA5 79119,53157
28101,ZCTA5 79121,33000
28102,ZCTA5 79124,42449
28103,ZCTA5 79201,33412
28104,ZCTA5 79220,-
28105,ZCTA5 79223,-
28106,ZCTA5 79225,22083
28107,ZCTA5 79226,29038
28108,ZCTA5 79227,33438
28109,ZCTA5 79229,27361
28110,ZCTA5 79230,-
28111,ZCTA5 79231,-
28112,ZCTA5 79233,16771
28113,ZCTA5 79234,-
28114,ZCTA5 79235,40595
28115,ZCTA5 79236,96250
28116,ZCTA5 79237,29464
28117,ZCTA5 79239,25982
28118,ZCTA5 79240,-
28119,ZCTA5 79241,37500
28120,ZCTA5 79243,-
28121,ZCTA5 79244,-
28122,ZCTA5 79245,33684
28123,ZCTA5 79247,-
28124,ZCTA5 79248,22321
28125,ZCTA5 79250,24177
28126,ZCTA5 79251,-
28127,ZCTA5 79252,31822
28128,ZCTA5 79255,-
28129,ZCTA5 79256,26667
28130,ZCTA5 79257,22163
28131,ZCTA5 79258,-
28132,ZCTA5 79259,-
28133,ZCTA5 79261,12188
28134,ZCTA5 79311,14780
28135,ZCTA5 79312,36000
28136,ZCTA5 79313,24750
28137,ZCTA5 79314,-
28138,ZCTA5 79316,35463
28139,ZCTA5 79322,-
28140,ZCTA5 79323,45233
28141,ZCTA5 79324,-
28142,ZCTA5 79325,29063
28143,ZCTA5 79326,-
28144,ZCTA5 79329,29432
28145,ZCTA5 79330,-
28146,ZCTA5 79331,20995
28147,ZCTA5 79336,27241
28148,ZCTA5 79339,21545
28149,ZCTA5 79342,-
28150,ZCTA5 79343,15000
28151,ZCTA5 79344,-
28152,ZCTA5 79345,31750
28153,ZCTA5 79346,16513
28154,ZCTA5 79347,26026
28155,ZCTA5 79350,31250
28156,ZCTA5 79351,23542
28157,ZCTA5 79353,-
28158,ZCTA5 79355,51776
28159,ZCTA5 79356,23056
28160,ZCTA5 79357,29934
28161,ZCTA5 79358,59375
28162,ZCTA5 79359,13768
28163,ZCTA5 79360,28750
28164,ZCTA5 79363,32014
28165,ZCTA5 79364,32966
28166,ZCTA5 79366,61250
28167,ZCTA5 79367,26544
28168,ZCTA5 79369,-
28169,ZCTA5 79370,16875
28170,ZCTA5 79371,39750
28171,ZCTA5 79372,21375
28172,ZCTA5 79373,33000
28173,ZCTA5 79376,-
28174,ZCTA5 79377,-
28175,ZCTA5 79378,-
28176,ZCTA5 79379,-
28177,ZCTA5 79380,-
28178,ZCTA5 79381,-
28179,ZCTA5 79382,53054
28180,ZCTA5 79383,-
28181,ZCTA5 79401,12943
28182,ZCTA5 79402,-
28183,ZCTA5 79403,21050
28184,ZCTA5 79404,30625
28185,ZCTA5 79406,-
28186,ZCTA5 79407,35579
28187,ZCTA5 79410,27046
28188,ZCTA5 79411,22037
28189,ZCTA5 79412,27410
28190,ZCTA5 79413,30577
28191,ZCTA5 79414,36979
28192,ZCTA5 79415,23005
28193,ZCTA5 79416,42814
28194,ZCTA5 79423,41228
28195,ZCTA5 79424,46259
28196,ZCTA5 79501,27989
28197,ZCTA5 79502,18125
28198,ZCTA5 79503,82976
28199,ZCTA5 79504,43351
28200,ZCTA5 79505,14167
28201,ZCTA5 79506,24250
28202,ZCTA5 79508,41339
28203,ZCTA5 79510,31131
28204,ZCTA5 79511,-
28205,ZCTA5 79512,42897
28206,ZCTA5 79517,58233
28207,ZCTA5 79518,-
28208,ZCTA5 79519,-
28209,ZCTA5 79520,26719
28210,ZCTA5 79521,32019
28211,ZCTA5 79525,35938
28212,ZCTA5 79526,25156
28213,ZCTA5 79527,29038
28214,ZCTA5 79528,62781
28215,ZCTA5 79529,18281
28216,ZCTA5 79530,-
28217,ZCTA5 79532,24107
28218,ZCTA5 79533,17045
28219,ZCTA5 79534,-
28220,ZCTA5 79535,44375
28221,ZCTA5 79536,-
28222,ZCTA5 79537,-
28223,ZCTA5 79538,17679
28224,ZCTA5 79539,-
28225,ZCTA5 79540,-
28226,ZCTA5 79541,41037
28227,ZCTA5 79543,41250
28228,ZCTA5 79544,14250
28229,ZCTA5 79545,28603
28230,ZCTA5 79546,24042
28231,ZCTA5 79547,23476
28232,ZCTA5 79548,46000
28233,ZCTA5 79549,32235
28234,ZCTA5 79553,30208
28235,ZCTA5 79556,24345
28236,ZCTA5 79560,-
28237,ZCTA5 79561,38929
28238,ZCTA5 79562,43333
28239,ZCTA5 79563,40066
28240,ZCTA5 79565,21250
28241,ZCTA5 79566,-
28242,ZCTA5 79567,22679
28243,ZCTA5 79601,26218
28244,ZCTA5 79602,36308
28245,ZCTA5 79603,28451
28246,ZCTA5 79605,31706
28247,ZCTA5 79606,44385
28248,ZCTA5 79607,-
28249,ZCTA5 79699,-
28250,ZCTA5 79701,30405
28251,ZCTA5 79703,42922
28252,ZCTA5 79705,62957
28253,ZCTA5 79706,58491
28254,ZCTA5 79707,52208
28255,ZCTA5 79713,52500
28256,ZCTA5 79714,44487
28257,ZCTA5 79718,11731
28258,ZCTA5 79719,20333
28259,ZCTA5 79720,34329
28260,ZCTA5 79721,-
28261,ZCTA5 79730,-
28262,ZCTA5 79731,42955
28263,ZCTA5 79733,-
28264,ZCTA5 79734,27500
28265,ZCTA5 79735,34244
28266,ZCTA5 79738,59063
28267,ZCTA5 79739,-
28268,ZCTA5 79741,18125
28269,ZCTA5 79742,11354
28270,ZCTA5 79743,60125
28271,ZCTA5 79744,25341
28272,ZCTA5 79745,47870
28273,ZCTA5 79748,-
28274,ZCTA5 79749,35521
28275,ZCTA5 79752,32019
28276,ZCTA5 79754,43864
28277,ZCTA5 79755,-
28278,ZCTA5 79756,50964
28279,ZCTA5 79758,86231
28280,ZCTA5 79759,-
28281,ZCTA5 79761,34789
28282,ZCTA5 79762,49852
28283,ZCTA5 79763,27063
28284,ZCTA5 79764,55520
28285,ZCTA5 79765,60917
28286,ZCTA5 79766,34213
28287,ZCTA5 79769,-
28288,ZCTA5 79770,-
28289,ZCTA5 79772,38868
28290,ZCTA5 79776,-
28291,ZCTA5 79777,-
28292,ZCTA5 79778,-
28293,ZCTA5 79780,-
28294,ZCTA5 79781,5729
28295,ZCTA5 79782,19375
28296,ZCTA5 79783,-
28297,ZCTA5 79785,-
28298,ZCTA5 79788,-
28299,ZCTA5 79789,49375
28300,ZCTA5 79821,-
28301,ZCTA5 79830,34819
28302,ZCTA5 79832,-
28303,ZCTA5 79834,42237
28304,ZCTA5 79835,21143
28305,ZCTA5 79836,34491
28306,ZCTA5 79837,11250
28307,ZCTA5 79838,16914
28308,ZCTA5 79839,-
28309,ZCTA5 79842,56635
28310,ZCTA5 79843,28564
28311,ZCTA5 79845,11936
28312,ZCTA5 79846,-
28313,ZCTA5 79847,-
28314,ZCTA5 79848,45441
28315,ZCTA5 79849,17571
28316,ZCTA5 79851,"2,500-"
28317,ZCTA5 79852,34375
28318,ZCTA5 79853,35208
28319,ZCTA5 79854,-
28320,ZCTA5 79855,17344
28321,ZCTA5 79901,10317
28322,ZCTA5 79902,21221
28323,ZCTA5 79903,22634
28324,ZCTA5 79904,17269
28325,ZCTA5 79905,14840
28326,ZCTA5 79906,-
28327,ZCTA5 79907,20367
28328,ZCTA5 79908,-
28329,ZCTA5 79911,85750
28330,ZCTA5 79912,45731
28331,ZCTA5 79915,16015
28332,ZCTA5 79916,-
28333,ZCTA5 79918,-
28334,ZCTA5 79920,-
28335,ZCTA5 79922,54015
28336,ZCTA5 79924,29854
28337,ZCTA5 79925,26986
28338,ZCTA5 79927,20340
28339,ZCTA5 79928,50084
28340,ZCTA5 79930,30395
28341,ZCTA5 79932,27561
28342,ZCTA5 79934,55333
28343,ZCTA5 79935,52176
28344,ZCTA5 79936,40991
28345,ZCTA5 79938,39596
28346,ZCTA5 80002,56602
28347,ZCTA5 80003,50454
28348,ZCTA5 80004,51880
28349,ZCTA5 80005,59316
28350,ZCTA5 80007,85188
28351,ZCTA5 80010,37978
28352,ZCTA5 80011,41345
28353,ZCTA5 80012,45916
28354,ZCTA5 80013,55825
28355,ZCTA5 80014,50203
28356,ZCTA5 80015,56400
28357,ZCTA5 80016,70129
28358,ZCTA5 80017,47468
28359,ZCTA5 80018,80970
28360,ZCTA5 80019,84537
28361,ZCTA5 80020,65939
28362,ZCTA5 80021,61065
28363,ZCTA5 80022,53841
28364,ZCTA5 80023,72913
28365,ZCTA5 80024,-
28366,ZCTA5 80025,-
28367,ZCTA5 80026,65638
28368,ZCTA5 80027,69454
28369,ZCTA5 80030,38490
28370,ZCTA5 80031,59601
28371,ZCTA5 80033,42940
28372,ZCTA5 80045,47097
28373,ZCTA5 80101,42813
28374,ZCTA5 80102,58625
28375,ZCTA5 80103,47750
28376,ZCTA5 80104,50264
28377,ZCTA5 80105,48250
28378,ZCTA5 80106,83036
28379,ZCTA5 80107,70188
28380,ZCTA5 80108,71765
28381,ZCTA5 80109,82336
28382,ZCTA5 80110,54948
28383,ZCTA5 80111,68274
28384,ZCTA5 80112,62338
28385,ZCTA5 80113,53356
28386,ZCTA5 80116,47708
28387,ZCTA5 80117,51250
28388,ZCTA5 80118,100040
28389,ZCTA5 80120,46507
28390,ZCTA5 80121,54091
28391,ZCTA5 80122,62373
28392,ZCTA5 80123,61250
28393,ZCTA5 80124,75155
28394,ZCTA5 80125,81076
28395,ZCTA5 80126,68533
28396,ZCTA5 80127,64090
28397,ZCTA5 80128,64892
28398,ZCTA5 80129,80341
28399,ZCTA5 80130,69545
28400,ZCTA5 80131,-
28401,ZCTA5 80132,44028
28402,ZCTA5 80133,29219
28403,ZCTA5 80134,65688
28404,ZCTA5 80135,82500
28405,ZCTA5 80136,58214
28406,ZCTA5 80137,-
28407,ZCTA5 80138,58602
28408,ZCTA5 80202,84232
28409,ZCTA5 80203,57547
28410,ZCTA5 80204,59512
28411,ZCTA5 80205,76511
28412,ZCTA5 80206,64261
28413,ZCTA5 80207,58170
28414,ZCTA5 80209,73243
28415,ZCTA5 80210,64198
28416,ZCTA5 80211,84136
28417,ZCTA5 80212,79599
28418,ZCTA5 80214,47250
28419,ZCTA5 80215,52771
28420,ZCTA5 80216,73650
28421,ZCTA5 80218,62894
28422,ZCTA5 80219,35331
28423,ZCTA5 80220,58750
28424,ZCTA5 80221,42367
28425,ZCTA5 80222,58655
28426,ZCTA5 80223,55465
28427,ZCTA5 80224,48986
28428,ZCTA5 80226,41054
28429,ZCTA5 80227,53297
28430,ZCTA5 80228,62372
28431,ZCTA5 80229,52713
28432,ZCTA5 80230,52266
28433,ZCTA5 80231,57885
28434,ZCTA5 80232,55098
28435,ZCTA5 80233,54345
28436,ZCTA5 80234,54435
28437,ZCTA5 80235,52991
28438,ZCTA5 80236,47805
28439,ZCTA5 80237,68005
28440,ZCTA5 80238,73250
28441,ZCTA5 80239,56860
28442,ZCTA5 80241,63762
28443,ZCTA5 80246,52500
28444,ZCTA5 80247,48169
28445,ZCTA5 80249,52653
28446,ZCTA5 80260,40592
28447,ZCTA5 80264,-
28448,ZCTA5 80266,-
28449,ZCTA5 80290,118250
28450,ZCTA5 80293,-
28451,ZCTA5 80294,-
28452,ZCTA5 80301,61887
28453,ZCTA5 80302,33211
28454,ZCTA5 80303,41270
28455,ZCTA5 80304,59554
28456,ZCTA5 80305,68624
28457,ZCTA5 80310,-
28458,ZCTA5 80401,66858
28459,ZCTA5 80403,84205
28460,ZCTA5 80419,-
28461,ZCTA5 80420,-
28462,ZCTA5 80421,56648
28463,ZCTA5 80422,77308
28464,ZCTA5 80423,-
28465,ZCTA5 80424,65000
28466,ZCTA5 80425,-
28467,ZCTA5 80426,-
28468,ZCTA5 80427,54716
28469,ZCTA5 80428,-
28470,ZCTA5 80430,-
28471,ZCTA5 80432,25938
28472,ZCTA5 80433,57031
28473,ZCTA5 80434,-
28474,ZCTA5 80435,50625
28475,ZCTA5 80436,13895
28476,ZCTA5 80438,34583
28477,ZCTA5 80439,59902
28478,ZCTA5 80440,58365
28479,ZCTA5 80442,33229
28480,ZCTA5 80443,64019
28481,ZCTA5 80444,33950
28482,ZCTA5 80446,49451
28483,ZCTA5 80447,32171
28484,ZCTA5 80448,-
28485,ZCTA5 80449,-
28486,ZCTA5 80451,52404
28487,ZCTA5 80452,52824
28488,ZCTA5 80453,-
28489,ZCTA5 80454,-
28490,ZCTA5 80455,-
28491,ZCTA5 80456,51875
28492,ZCTA5 80457,84591
28493,ZCTA5 80459,21635
28494,ZCTA5 80461,52129
28495,ZCTA5 80463,-
28496,ZCTA5 80465,72917
28497,ZCTA5 80466,54639
28498,ZCTA5 80467,53164
28499,ZCTA5 80468,-
28500,ZCTA5 80469,-
28501,ZCTA5 80470,57273
28502,ZCTA5 80471,-
28503,ZCTA5 80473,-
28504,ZCTA5 80474,-
28505,ZCTA5 80475,-
28506,ZCTA5 80476,-
28507,ZCTA5 80478,27102
28508,ZCTA5 80479,-
28509,ZCTA5 80480,31797
28510,ZCTA5 80481,-
28511,ZCTA5 80482,48661
28512,ZCTA5 80483,45192
28513,ZCTA5 80487,57312
28514,ZCTA5 80498,68420
28515,ZCTA5 80501,44156
28516,ZCTA5 80503,54637
28517,ZCTA5 80504,65021
28518,ZCTA5 80510,33000
28519,ZCTA5 80512,28229
28520,ZCTA5 80513,47946
28521,ZCTA5 80514,71250
28522,ZCTA5 80515,-
28523,ZCTA5 80516,77500
28524,ZCTA5 80517,41250
28525,ZCTA5 80520,49567
28526,ZCTA5 80521,37462
28527,ZCTA5 80524,44676
28528,ZCTA5 80525,53282
28529,ZCTA5 80526,44855
28530,ZCTA5 80528,76711
28531,ZCTA5 80530,63393
28532,ZCTA5 80532,-
28533,ZCTA5 80534,50107
28534,ZCTA5 80535,45938
28535,ZCTA5 80536,58750
28536,ZCTA5 80537,46145
28537,ZCTA5 80538,44808
28538,ZCTA5 80540,101250
28539,ZCTA5 80542,62452
28540,ZCTA5 80543,49648
28541,ZCTA5 80544,-
28542,ZCTA5 80545,34914
28543,ZCTA5 80546,-
28544,ZCTA5 80547,-
28545,ZCTA5 80549,44792
28546,ZCTA5 80550,46686
28547,ZCTA5 80601,52080
28548,ZCTA5 80602,74327
28549,ZCTA5 80603,53811
