START DATE(UTC), END DATE(UTC), START TIME(LOCAL), END TIME(LOCAL), DURATION, NAME, LOCATION, NOTE
2/28/20 23:20, 2020-02-29 05:45:20, 2020-02-28 15:20:31 PST, 2020-02-28 21:45:20 PST,23089, Home, , 
2/29/20 5:45, 2020-02-29 05:54:38, 2020-02-28 21:45:54 PST, 2020-02-28 21:54:38 PST,524, Transport, , 
2/29/20 5:54, 2020-02-29 06:14:57, 2020-02-28 21:54:38 PST, 2020-02-28 22:14:57 PST,1219, Groceries, Target, 
2/29/20 6:14, 2020-02-29 06:22:23, 2020-02-28 22:14:57 PST, 2020-02-28 22:22:23 PST,446, Transport, , 
2/29/20 6:22, 2020-02-29 17:32:17, 2020-02-28 22:22:23 PST, 2020-02-29 09:32:17 PST,40194, Home, , 
2/29/20 9:47, 2020-02-29 14:15:49, 2020-02-29 01:47:10 PST, 2020-02-29 06:15:49 PST,16119, Sleep, , 
2/29/20 17:32, 2020-02-29 17:44:58, 2020-02-29 09:32:17 PST, 2020-02-29 09:44:58 PST,761, Transport, , 
2/29/20 18:10, 2020-02-29 18:17:19, 2020-02-29 10:10:08 PST, 2020-02-29 10:17:19 PST,431, Transport, , 
2/29/20 19:38, 2020-02-29 19:45:21, 2020-02-29 11:38:04 PST, 2020-02-29 11:45:21 PST,437, Transport, , 
2/29/20 19:45, 2020-03-01 00:08:28, 2020-02-29 11:45:21 PST, 2020-02-29 16:08:28 PST,15787, Home, , 
3/1/20 0:08, 2020-03-01 00:15:59, 2020-02-29 16:08:28 PST, 2020-02-29 16:15:59 PST,451, Transport, , 
3/1/20 0:15, 2020-03-01 02:46:13, 2020-02-29 16:15:59 PST, 2020-02-29 18:46:13 PST,9014, Home, , 
3/1/20 2:46, 2020-03-01 02:56:42, 2020-02-29 18:46:13 PST, 2020-02-29 18:56:42 PST,629, Transport, , 
3/1/20 2:56, 2020-03-01 03:09:31, 2020-02-29 18:56:42 PST, 2020-02-29 19:09:31 PST,769, Groceries, Trader Joe's, 
3/1/20 3:09, 2020-03-01 03:12:42, 2020-02-29 19:09:31 PST, 2020-02-29 19:12:42 PST,191, Walk, , 
3/1/20 3:12, 2020-03-01 03:20:41, 2020-02-29 19:12:43 PST, 2020-02-29 19:20:41 PST,478, Transport, , 
3/1/20 3:20, 2020-03-01 16:17:01, 2020-02-29 19:20:41 PST, 2020-03-01 08:17:01 PST,46580, Home, , 
3/1/20 8:18, 2020-03-01 15:28:24, 2020-03-01 00:18:57 PST, 2020-03-01 07:28:24 PST,25767, Sleep, , 
3/1/20 16:17, 2020-03-01 16:21:13, 2020-03-01 08:17:00 PST, 2020-03-01 08:21:13 PST,253, Commute to work, , 
3/1/20 16:17, 2020-03-01 16:21:13, 2020-03-01 08:17:01 PST, 2020-03-01 08:21:13 PST,252, Transport, , 
3/1/20 16:21, 2020-03-01 17:31:16, 2020-03-01 08:21:13 PST, 2020-03-01 09:31:16 PST,4203, School, Cal Poly Recreation Center, 
3/1/20 17:31, 2020-03-01 17:35:54, 2020-03-01 09:31:15 PST, 2020-03-01 09:35:54 PST,279, Commute to home, , 
3/1/20 17:31, 2020-03-01 17:35:54, 2020-03-01 09:31:16 PST, 2020-03-01 09:35:54 PST,278, Transport, , 
3/1/20 17:35, 2020-03-01 18:05:35, 2020-03-01 09:35:54 PST, 2020-03-01 10:05:35 PST,1781, Home, , 
3/1/20 18:05, 2020-03-01 18:12:48, 2020-03-01 10:05:35 PST, 2020-03-01 10:12:48 PST,433, Transport, , 
3/1/20 18:12, 2020-03-01 19:11:44, 2020-03-01 10:12:48 PST, 2020-03-01 11:11:44 PST,3536, Groceries, Ferrini, 
3/1/20 19:12, 2020-03-01 19:18:39, 2020-03-01 11:12:36 PST, 2020-03-01 11:18:39 PST,363, Transport, , 
3/1/20 20:02, 2020-03-01 20:14:38, 2020-03-01 12:02:00 PST, 2020-03-01 12:14:38 PST,758, Transport, , 
3/1/20 22:17, 2020-03-01 22:22:11, 2020-03-01 14:17:49 PST, 2020-03-01 14:22:11 PST,262, Transport, , 
3/1/20 22:22, 2020-03-02 01:15:36, 2020-03-01 14:22:11 PST, 2020-03-01 17:15:36 PST,10405, Home, , 
3/2/20 1:15, 2020-03-02 01:21:44, 2020-03-01 17:15:36 PST, 2020-03-01 17:21:44 PST,368, Transport, , 
3/2/20 1:21, 2020-03-02 01:24:49, 2020-03-01 17:21:44 PST, 2020-03-01 17:24:49 PST,185, Walk, , 
3/2/20 1:24, 2020-03-02 01:52:06, 2020-03-01 17:24:50 PST, 2020-03-01 17:52:06 PST,1636, Groceries, Costco, 
3/2/20 1:52, 2020-03-02 01:57:03, 2020-03-01 17:52:06 PST, 2020-03-01 17:57:03 PST,297, Transport, , 
3/2/20 2:26, 2020-03-02 02:33:49, 2020-03-01 18:26:17 PST, 2020-03-01 18:33:49 PST,452, Transport, , 
3/2/20 2:33, 2020-03-02 17:44:50, 2020-03-01 18:33:49 PST, 2020-03-02 09:44:50 PST,54661, Home, , 
3/2/20 10:26, 2020-03-02 14:30:30, 2020-03-02 02:26:40 PST, 2020-03-02 06:30:30 PST,14630, Sleep, , 
3/2/20 17:51, 2020-03-02 17:55:29, 2020-03-02 09:51:44 PST, 2020-03-02 09:55:29 PST,225, Transport, , 
3/2/20 18:00, 2020-03-02 20:53:22, 2020-03-02 10:00:38 PST, 2020-03-02 12:53:22 PST,10364, Studying, SLODOCO, 
3/2/20 21:02, 2020-03-02 21:10:39, 2020-03-02 13:02:37 PST, 2020-03-02 13:10:39 PST,482, Walk, , 
3/2/20 21:10, 2020-03-02 22:02:36, 2020-03-02 13:10:40 PST, 2020-03-02 14:02:36 PST,3116, School, , 
3/2/20 22:02, 2020-03-02 22:18:10, 2020-03-02 14:02:35 PST, 2020-03-02 14:18:10 PST,935, Commute to home, , 
3/2/20 22:02, 2020-03-02 22:11:44, 2020-03-02 14:02:36 PST, 2020-03-02 14:11:44 PST,548, Walk, , 
3/2/20 22:11, 2020-03-02 22:18:10, 2020-03-02 14:11:45 PST, 2020-03-02 14:18:10 PST,385, Transport, , 
3/2/20 22:18, 2020-03-03 02:19:21, 2020-03-02 14:18:10 PST, 2020-03-02 18:19:21 PST,14471, Home, , 
3/3/20 2:19, 2020-03-03 02:27:30, 2020-03-02 18:19:21 PST, 2020-03-02 18:27:30 PST,489, Transport, , 
3/3/20 5:24, 2020-03-03 05:32:20, 2020-03-02 21:24:43 PST, 2020-03-02 21:32:20 PST,457, Transport, , 
3/3/20 5:32, 2020-03-03 17:43:12, 2020-03-02 21:32:20 PST, 2020-03-03 09:43:12 PST,43852, Home, , 
3/3/20 8:42, 2020-03-03 14:39:09, 2020-03-03 00:42:18 PST, 2020-03-03 06:39:09 PST,21411, Sleep, , 
3/3/20 17:43, 2020-03-03 17:48:34, 2020-03-03 09:43:11 PST, 2020-03-03 09:48:34 PST,323, Commute to work, , 
3/3/20 17:43, 2020-03-03 17:45:34, 2020-03-03 09:43:12 PST, 2020-03-03 09:45:34 PST,142, Walk, , 
3/3/20 17:45, 2020-03-03 17:48:34, 2020-03-03 09:45:35 PST, 2020-03-03 09:48:34 PST,179, Transport, , 
3/3/20 17:48, 2020-03-03 18:40:44, 2020-03-03 09:48:34 PST, 2020-03-03 10:40:44 PST,3130, School, Cal Poly Recreation Center, 
3/3/20 18:40, 2020-03-03 19:06:49, 2020-03-03 10:40:43 PST, 2020-03-03 11:06:49 PST,1566, Commute to home, , 
3/3/20 18:59, 2020-03-03 19:06:49, 2020-03-03 10:59:28 PST, 2020-03-03 11:06:49 PST,441, Transport, , 
3/3/20 19:06, 2020-03-04 01:55:10, 2020-03-03 11:06:49 PST, 2020-03-03 17:55:10 PST,24501, Home, , 
3/4/20 1:55, 2020-03-04 01:57:30, 2020-03-03 17:55:10 PST, 2020-03-03 17:57:30 PST,140, Transport, , 
3/4/20 2:00, 2020-03-04 02:03:35, 2020-03-03 18:00:04 PST, 2020-03-03 18:03:35 PST,211, Walk, , 
3/4/20 2:29, 2020-03-04 02:36:57, 2020-03-03 18:29:57 PST, 2020-03-03 18:36:57 PST,420, Transport, , 
3/4/20 5:06, 2020-03-04 05:11:29, 2020-03-03 21:06:08 PST, 2020-03-03 21:11:29 PST,321, Transport, , 
3/4/20 5:11, 2020-03-04 05:44:06, 2020-03-03 21:11:29 PST, 2020-03-03 21:44:06 PST,1957, Groceries, Target, 
3/4/20 5:44, 2020-03-04 05:49:22, 2020-03-03 21:44:06 PST, 2020-03-03 21:49:22 PST,316, Transport, , 
3/4/20 5:49, 2020-03-04 17:59:59, 2020-03-03 21:49:22 PST, 2020-03-04 09:59:59 PST,43837, Home, , 
3/4/20 9:51, 2020-03-04 15:00:21, 2020-03-04 01:51:39 PST, 2020-03-04 07:00:21 PST,18522, Sleep, , 
3/4/20 18:01, 2020-03-04 18:12:27, 2020-03-04 10:01:33 PST, 2020-03-04 10:12:27 PST,654, Transport, , 
3/4/20 18:12, 2020-03-04 19:55:39, 2020-03-04 10:12:27 PST, 2020-03-04 11:55:39 PST,6192, Studying, SLODOCO, 
3/4/20 19:55, 2020-03-04 19:58:06, 2020-03-04 11:55:39 PST, 2020-03-04 11:58:06 PST,147, Transport, , 
3/4/20 20:46, 2020-03-04 20:48:49, 2020-03-04 12:46:43 PST, 2020-03-04 12:48:49 PST,126, Walk, , 
3/4/20 20:48, 2020-03-04 21:03:30, 2020-03-04 12:48:50 PST, 2020-03-04 13:03:30 PST,880, Transport, , 
3/4/20 21:37, 2020-03-04 22:11:34, 2020-03-04 13:37:53 PST, 2020-03-04 14:11:34 PST,2021, Home, , 
3/4/20 22:11, 2020-03-04 22:15:49, 2020-03-04 14:11:33 PST, 2020-03-04 14:15:49 PST,256, Commute to work, , 
3/4/20 22:11, 2020-03-04 22:15:49, 2020-03-04 14:11:34 PST, 2020-03-04 14:15:49 PST,255, Transport, , 
3/4/20 22:15, 2020-03-04 23:07:43, 2020-03-04 14:15:49 PST, 2020-03-04 15:07:43 PST,3114, School, , 
3/4/20 23:07, 2020-03-04 23:16:23, 2020-03-04 15:07:43 PST, 2020-03-04 15:16:23 PST,520, Walk, , 
3/5/20 0:24, 2020-03-05 00:29:33, 2020-03-04 16:24:19 PST, 2020-03-04 16:29:33 PST,314, Walk, , 
3/5/20 0:29, 2020-03-05 00:41:22, 2020-03-04 16:29:34 PST, 2020-03-04 16:41:22 PST,708, Transport, , 
3/5/20 3:39, 2020-03-05 03:45:34, 2020-03-04 19:39:07 PST, 2020-03-04 19:45:34 PST,387, Walk, , 
3/5/20 3:46, 2020-03-05 03:50:03, 2020-03-04 19:46:10 PST, 2020-03-04 19:50:03 PST,233, Transport, , 
3/5/20 3:50, 2020-03-05 04:33:43, 2020-03-04 19:50:03 PST, 2020-03-04 20:33:43 PST,2620, Home, , 
3/5/20 4:35, 2020-03-05 08:25:19, 2020-03-04 20:35:24 PST, 2020-03-05 00:25:19 PST,13795, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
3/5/20 8:25, 2020-03-05 08:28:16, 2020-03-05 00:25:19 PST, 2020-03-05 00:28:16 PST,177, Transport, , 
3/5/20 8:28, 2020-03-05 16:06:12, 2020-03-05 00:28:16 PST, 2020-03-05 08:06:12 PST,27476, Home, , 
3/5/20 9:34, 2020-03-05 14:54:19, 2020-03-05 01:34:41 PST, 2020-03-05 06:54:19 PST,19178, Sleep, , 
3/5/20 16:06, 2020-03-05 16:10:57, 2020-03-05 08:06:11 PST, 2020-03-05 08:10:57 PST,286, Commute to work, , 
3/5/20 16:06, 2020-03-05 16:10:57, 2020-03-05 08:06:12 PST, 2020-03-05 08:10:57 PST,285, Transport, , 
3/5/20 16:10, 2020-03-05 18:38:24, 2020-03-05 08:10:57 PST, 2020-03-05 10:38:24 PST,8847, School, Math and Science (Bldg 38), 
3/5/20 18:38, 2020-03-05 18:43:01, 2020-03-05 10:38:23 PST, 2020-03-05 10:43:01 PST,278, Commute to home, , 
3/5/20 18:38, 2020-03-05 18:43:01, 2020-03-05 10:38:24 PST, 2020-03-05 10:43:01 PST,277, Transport, , 
3/5/20 18:43, 2020-03-05 19:57:15, 2020-03-05 10:43:01 PST, 2020-03-05 11:57:15 PST,4454, Home, , 
3/5/20 19:57, 2020-03-05 20:15:07, 2020-03-05 11:57:14 PST, 2020-03-05 12:15:07 PST,1073, Commute to work, , 
3/5/20 19:57, 2020-03-05 20:03:48, 2020-03-05 11:57:17 PST, 2020-03-05 12:03:48 PST,391, Transport, , 
3/5/20 20:05, 2020-03-05 20:15:06, 2020-03-05 12:05:12 PST, 2020-03-05 12:15:06 PST,594, Walk, , 
3/5/20 20:15, 2020-03-05 21:41:45, 2020-03-05 12:15:07 PST, 2020-03-05 13:41:45 PST,5198, School, Math and Science (Bldg 38), 
3/5/20 21:41, 2020-03-05 21:53:35, 2020-03-05 13:41:44 PST, 2020-03-05 13:53:35 PST,711, Commute to home, , 
3/5/20 21:41, 2020-03-05 21:50:06, 2020-03-05 13:41:45 PST, 2020-03-05 13:50:06 PST,501, Walk, , 
3/5/20 21:53, 2020-03-05 22:54:17, 2020-03-05 13:53:35 PST, 2020-03-05 14:54:17 PST,3642, Home, , 
3/5/20 22:55, 2020-03-06 00:49:52, 2020-03-05 14:55:20 PST, 2020-03-05 16:49:52 PST,6872, Studying, SLODOCO, 
3/6/20 0:50, 2020-03-06 02:04:05, 2020-03-05 16:50:47 PST, 2020-03-05 18:04:05 PST,4398, Home, , 
3/6/20 2:04, 2020-03-06 02:06:29, 2020-03-05 18:04:05 PST, 2020-03-05 18:06:29 PST,144, Transport, , 
3/6/20 2:13, 2020-03-06 03:55:05, 2020-03-05 18:13:14 PST, 2020-03-05 19:55:05 PST,6111, Studying, SLODOCO, 
3/6/20 3:55, 2020-03-06 04:00:53, 2020-03-05 19:55:49 PST, 2020-03-05 20:00:53 PST,304, Transport, , 
3/6/20 4:07, 2020-03-06 04:12:40, 2020-03-05 20:07:24 PST, 2020-03-05 20:12:40 PST,316, Transport, , 
3/6/20 4:24, 2020-03-06 04:37:32, 2020-03-05 20:24:05 PST, 2020-03-05 20:37:32 PST,807, Walk, , 
3/6/20 4:37, 2020-03-06 04:41:04, 2020-03-05 20:37:33 PST, 2020-03-05 20:41:04 PST,211, Transport, , 
3/6/20 5:06, 2020-03-06 05:12:45, 2020-03-05 21:06:00 PST, 2020-03-05 21:12:45 PST,405, Transport, , 
3/6/20 5:12, 2020-03-06 05:30:00, 2020-03-05 21:12:45 PST, 2020-03-05 21:30:00 PST,1035, Groceries, Trader Joe's, 
3/6/20 5:30, 2020-03-06 05:41:08, 2020-03-05 21:30:00 PST, 2020-03-05 21:41:08 PST,668, Transport, , 
3/6/20 5:41, 2020-03-06 17:27:04, 2020-03-05 21:41:08 PST, 2020-03-06 09:27:04 PST,42356, Home, , 
3/6/20 6:26, 2020-03-06 15:57:02, 2020-03-05 22:26:29 PST, 2020-03-06 07:57:02 PST,34233, Sleep, , 
3/6/20 17:27, 2020-03-06 17:40:53, 2020-03-06 09:27:04 PST, 2020-03-06 09:40:53 PST,829, Transport, , 
3/6/20 18:17, 2020-03-06 18:32:32, 2020-03-06 10:17:13 PST, 2020-03-06 10:32:32 PST,919, Transport, , 
3/6/20 18:38, 2020-03-06 18:49:55, 2020-03-06 10:38:41 PST, 2020-03-06 10:49:55 PST,674, Transport, , 
3/6/20 18:50, 2020-03-06 21:05:11, 2020-03-06 10:50:09 PST, 2020-03-06 13:05:11 PST,8102, Home, , 
3/6/20 21:05, 2020-03-06 21:08:46, 2020-03-06 13:05:10 PST, 2020-03-06 13:08:46 PST,216, Commute to work, , 
3/6/20 21:05, 2020-03-06 21:08:46, 2020-03-06 13:05:11 PST, 2020-03-06 13:08:46 PST,215, Transport, , 
3/6/20 21:08, 2020-03-06 22:01:44, 2020-03-06 13:08:46 PST, 2020-03-06 14:01:44 PST,3178, School, Math and Science (Bldg 38), 
3/6/20 22:20, 2020-03-06 22:22:55, 2020-03-06 14:20:31 PST, 2020-03-06 14:22:55 PST,144, Walk, , 
3/6/20 22:22, 2020-03-06 22:27:40, 2020-03-06 14:22:56 PST, 2020-03-06 14:27:40 PST,284, Transport, , 
3/6/20 23:22, 2020-03-06 23:28:28, 2020-03-06 15:22:43 PST, 2020-03-06 15:28:28 PST,345, Transport, , 
3/6/20 23:39, 2020-03-06 23:45:25, 2020-03-06 15:39:40 PST, 2020-03-06 15:45:25 PST,345, Transport, , 
3/7/20 1:38, 2020-03-07 01:44:53, 2020-03-06 17:38:45 PST, 2020-03-06 17:44:53 PST,368, Transport, , 
3/7/20 1:44, 2020-03-07 03:14:35, 2020-03-06 17:44:53 PST, 2020-03-06 19:14:35 PST,5382, Home, , 
3/7/20 3:14, 2020-03-07 04:31:09, 2020-03-06 19:14:48 PST, 2020-03-06 20:31:09 PST,4581, Groceries, Ferrini, 
3/7/20 4:36, 2020-03-07 04:46:10, 2020-03-06 20:36:57 PST, 2020-03-06 20:46:10 PST,553, Transport, , 
3/7/20 4:46, 2020-03-07 05:09:15, 2020-03-06 20:46:10 PST, 2020-03-06 21:09:15 PST,1385, Groceries, Target, 
3/7/20 5:10, 2020-03-07 05:48:59, 2020-03-06 21:10:19 PST, 2020-03-06 21:48:59 PST,2320, Dinner, Whole Foods Market, 
3/7/20 5:49, 2020-03-07 05:58:05, 2020-03-06 21:49:55 PST, 2020-03-06 21:58:05 PST,490, Transport, , 
3/7/20 5:58, 2020-03-07 18:35:16, 2020-03-06 21:58:05 PST, 2020-03-07 10:35:16 PST,45431, Home, , 
3/7/20 8:27, 2020-03-07 15:53:00, 2020-03-07 00:27:47 PST, 2020-03-07 07:53:00 PST,26713, Sleep, , 
3/7/20 18:35, 2020-03-07 18:37:44, 2020-03-07 10:35:16 PST, 2020-03-07 10:37:44 PST,148, Transport, , 
3/7/20 20:08, 2020-03-07 20:11:37, 2020-03-07 12:08:27 PST, 2020-03-07 12:11:37 PST,190, Transport, , 
3/7/20 20:11, 2020-03-07 21:43:45, 2020-03-07 12:11:37 PST, 2020-03-07 13:43:45 PST,5528, Home, , 
3/7/20 21:43, 2020-03-07 21:46:51, 2020-03-07 13:43:45 PST, 2020-03-07 13:46:51 PST,186, Walk, , 
3/7/20 21:46, 2020-03-07 23:15:48, 2020-03-07 13:46:52 PST, 2020-03-07 15:15:48 PST,5336, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
3/7/20 23:16, 2020-03-07 23:19:15, 2020-03-07 15:16:09 PST, 2020-03-07 15:19:15 PST,186, Transport, , 
3/7/20 23:19, 2020-03-08 02:08:32, 2020-03-07 15:19:15 PST, 2020-03-07 18:08:32 PST,10157, Home, , 
3/8/20 2:08, 2020-03-08 02:32:53, 2020-03-07 18:08:32 PST, 2020-03-07 18:32:53 PST,1461, Transport, , 
3/8/20 4:16, 2020-03-08 04:32:02, 2020-03-07 20:16:26 PST, 2020-03-07 20:32:02 PST,936, Transport, , 
3/8/20 4:50, 2020-03-08 04:58:39, 2020-03-07 20:50:38 PST, 2020-03-07 20:58:39 PST,481, Transport, , 
3/8/20 4:58, 2020-03-08 15:09:19, 2020-03-07 20:58:39 PST, 2020-03-08 08:09:19 PDT,36640, Home, , 
3/8/20 15:09, 2020-03-08 15:13:10, 2020-03-08 08:09:18 PDT, 2020-03-08 08:13:10 PDT,232, Commute to work, , 
3/8/20 15:09, 2020-03-08 15:13:10, 2020-03-08 08:09:19 PDT, 2020-03-08 08:13:10 PDT,231, Transport, , 
3/8/20 15:13, 2020-03-08 16:09:54, 2020-03-08 08:13:10 PDT, 2020-03-08 09:09:54 PDT,3404, School, Cal Poly Recreation Center, 
3/8/20 16:09, 2020-03-08 16:14:04, 2020-03-08 09:09:53 PDT, 2020-03-08 09:14:04 PDT,251, Commute to home, , 
3/8/20 16:10, 2020-03-08 16:14:04, 2020-03-08 09:10:52 PDT, 2020-03-08 09:14:04 PDT,192, Transport, , 
3/8/20 16:14, 2020-03-08 17:06:30, 2020-03-08 09:14:04 PDT, 2020-03-08 10:06:30 PDT,3146, Home, , 
3/8/20 17:06, 2020-03-08 17:09:25, 2020-03-08 10:06:30 PDT, 2020-03-08 10:09:25 PDT,175, Transport, , 
3/8/20 17:09, 2020-03-08 18:28:12, 2020-03-08 10:09:25 PDT, 2020-03-08 11:28:12 PDT,4727, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
3/8/20 18:28, 2020-03-08 18:30:35, 2020-03-08 11:28:12 PDT, 2020-03-08 11:30:35 PDT,143, Transport, , 
3/8/20 18:38, 2020-03-08 18:42:15, 2020-03-08 11:38:19 PDT, 2020-03-08 11:42:15 PDT,236, Transport, , 
3/8/20 18:42, 2020-03-08 22:10:37, 2020-03-08 11:42:15 PDT, 2020-03-08 15:10:37 PDT,12502, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
3/8/20 22:10, 2020-03-08 22:14:19, 2020-03-08 15:10:37 PDT, 2020-03-08 15:14:19 PDT,222, Walk, , 
3/8/20 22:14, 2020-03-08 22:18:01, 2020-03-08 15:14:20 PDT, 2020-03-08 15:18:01 PDT,221, Transport, , 
3/8/20 22:18, 2020-03-09 01:23:59, 2020-03-08 15:18:01 PDT, 2020-03-08 18:23:59 PDT,11158, Home, , 
3/9/20 1:23, 2020-03-09 01:29:33, 2020-03-08 18:23:59 PDT, 2020-03-08 18:29:33 PDT,334, Transport, , 
3/9/20 4:10, 2020-03-09 04:13:31, 2020-03-08 21:10:32 PDT, 2020-03-08 21:13:31 PDT,179, Transport, , 
3/9/20 4:27, 2020-03-09 04:35:23, 2020-03-08 21:27:44 PDT, 2020-03-08 21:35:23 PDT,459, Transport, , 
3/9/20 4:35, 2020-03-09 17:02:43, 2020-03-08 21:35:23 PDT, 2020-03-09 10:02:43 PDT,44840, Home, , 
3/9/20 8:32, 2020-03-09 13:54:21, 2020-03-09 01:32:28 PDT, 2020-03-09 06:54:21 PDT,19313, Sleep, , 
3/9/20 17:02, 2020-03-09 17:11:22, 2020-03-09 10:02:43 PDT, 2020-03-09 10:11:22 PDT,519, Transport, , 
3/9/20 17:11, 2020-03-09 19:43:52, 2020-03-09 10:11:22 PDT, 2020-03-09 12:43:52 PDT,9150, Studying, SLODOCO, 
3/9/20 19:43, 2020-03-09 19:47:17, 2020-03-09 12:43:52 PDT, 2020-03-09 12:47:17 PDT,205, Transport, , 
3/9/20 19:47, 2020-03-09 21:05:11, 2020-03-09 12:47:17 PDT, 2020-03-09 14:05:11 PDT,4674, Studying, , 
3/9/20 21:05, 2020-03-09 21:07:58, 2020-03-09 14:05:11 PDT, 2020-03-09 14:07:58 PDT,167, Transport, , 
3/9/20 22:59, 2020-03-09 23:06:17, 2020-03-09 15:59:17 PDT, 2020-03-09 16:06:17 PDT,420, Transport, , 
3/10/20 4:05, 2020-03-10 04:09:21, 2020-03-09 21:05:04 PDT, 2020-03-09 21:09:21 PDT,257, Walk, , 
3/10/20 4:09, 2020-03-10 04:17:54, 2020-03-09 21:09:22 PDT, 2020-03-09 21:17:54 PDT,512, Transport, , 
3/10/20 4:17, 2020-03-10 04:39:12, 2020-03-09 21:17:54 PDT, 2020-03-09 21:39:12 PDT,1278, Groceries, Target, 
3/10/20 4:40, 2020-03-10 04:48:20, 2020-03-09 21:40:17 PDT, 2020-03-09 21:48:20 PDT,483, Transport, , 
3/10/20 4:48, 2020-03-10 16:47:43, 2020-03-09 21:48:20 PDT, 2020-03-10 09:47:43 PDT,43163, Home, , 
3/10/20 9:08, 2020-03-10 13:30:20, 2020-03-10 02:08:22 PDT, 2020-03-10 06:30:20 PDT,15718, Sleep, , 
3/10/20 17:58, 2020-03-10 18:04:26, 2020-03-10 10:58:13 PDT, 2020-03-10 11:04:26 PDT,373, Walk, , 
3/10/20 18:12, 2020-03-10 18:22:37, 2020-03-10 11:12:06 PDT, 2020-03-10 11:22:37 PDT,631, Walk, , 
3/10/20 18:26, 2020-03-10 18:34:16, 2020-03-10 11:26:28 PDT, 2020-03-10 11:34:16 PDT,468, Home, , 
3/10/20 18:34, 2020-03-10 18:42:11, 2020-03-10 11:34:15 PDT, 2020-03-10 11:42:11 PDT,476, Commute to work, , 
3/10/20 18:35, 2020-03-10 18:38:25, 2020-03-10 11:35:30 PDT, 2020-03-10 11:38:25 PDT,175, Transport, , 
3/10/20 18:39, 2020-03-10 18:42:10, 2020-03-10 11:39:59 PDT, 2020-03-10 11:42:10 PDT,131, Walk, , 
3/10/20 18:42, 2020-03-10 20:29:26, 2020-03-10 11:42:11 PDT, 2020-03-10 13:29:26 PDT,6435, School, , 
3/10/20 20:29, 2020-03-10 21:04:26, 2020-03-10 13:29:25 PDT, 2020-03-10 14:04:26 PDT,2101, Commute to home, , 
3/10/20 20:29, 2020-03-10 20:33:13, 2020-03-10 13:29:26 PDT, 2020-03-10 13:33:13 PDT,227, Walk, , 
3/10/20 21:04, 2020-03-10 21:15:12, 2020-03-10 14:04:26 PDT, 2020-03-10 14:15:12 PDT,646, Home, , 
3/10/20 21:15, 2020-03-10 21:27:59, 2020-03-10 14:15:12 PDT, 2020-03-10 14:27:59 PDT,767, Transport, , 
3/10/20 22:12, 2020-03-10 22:18:03, 2020-03-10 15:12:14 PDT, 2020-03-10 15:18:03 PDT,349, Transport, , 
3/11/20 0:29, 2020-03-11 01:03:13, 2020-03-10 17:29:24 PDT, 2020-03-10 18:03:13 PDT,2029, Transport, , 
3/11/20 3:44, 2020-03-11 03:47:29, 2020-03-10 20:44:01 PDT, 2020-03-10 20:47:29 PDT,208, Transport, , 
3/11/20 3:47, 2020-03-11 16:34:19, 2020-03-10 20:47:29 PDT, 2020-03-11 09:34:19 PDT,46010, Home, , 
3/11/20 17:11, 2020-03-11 19:43:42, 2020-03-11 10:11:00 PDT, 2020-03-11 12:43:42 PDT,9162, Studying, SLODOCO, 
3/11/20 19:58, 2020-03-11 20:10:12, 2020-03-11 12:58:38 PDT, 2020-03-11 13:10:12 PDT,694, Walk, , 
3/11/20 20:48, 2020-03-11 20:51:14, 2020-03-11 13:48:09 PDT, 2020-03-11 13:51:14 PDT,185, Walk, , 
3/11/20 20:55, 2020-03-11 21:05:36, 2020-03-11 13:55:18 PDT, 2020-03-11 14:05:36 PDT,618, Walk, , 
3/11/20 21:05, 2020-03-11 21:10:42, 2020-03-11 14:05:37 PDT, 2020-03-11 14:10:42 PDT,305, Transport, , 
3/11/20 21:10, 2020-03-11 21:46:54, 2020-03-11 14:10:42 PDT, 2020-03-11 14:46:54 PDT,2172, Home, , 
3/11/20 21:46, 2020-03-11 22:03:49, 2020-03-11 14:46:54 PDT, 2020-03-11 15:03:49 PDT,1015, Transport, , 
3/11/20 22:03, 2020-03-11 22:07:38, 2020-03-11 15:03:49 PDT, 2020-03-11 15:07:38 PDT,229, Walk, , 
3/11/20 22:07, 2020-03-11 22:29:36, 2020-03-11 15:07:39 PDT, 2020-03-11 15:29:36 PDT,1317, Groceries, Trader Joe's, 
3/11/20 22:29, 2020-03-11 22:31:59, 2020-03-11 15:29:36 PDT, 2020-03-11 15:31:59 PDT,143, Walk, , 
3/11/20 22:32, 2020-03-11 22:52:20, 2020-03-11 15:32:00 PDT, 2020-03-11 15:52:20 PDT,1220, Transport, , 
3/11/20 23:26, 2020-03-12 03:05:22, 2020-03-11 16:26:14 PDT, 2020-03-11 20:05:22 PDT,13148, Home, , 
3/12/20 3:05, 2020-03-12 03:58:36, 2020-03-11 20:05:22 PDT, 2020-03-11 20:58:36 PDT,3194, Transport, , 
3/12/20 3:58, 2020-03-12 04:06:05, 2020-03-11 20:58:36 PDT, 2020-03-11 21:06:05 PDT,449, Walk, , 
3/12/20 4:08, 2020-03-12 15:25:50, 2020-03-11 21:08:30 PDT, 2020-03-12 08:25:50 PDT,40640, Home, , 
