START DATE(UTC), END DATE(UTC), START TIME(LOCAL), END TIME(LOCAL), DURATION, NAME, LOCATION, NOTE
2/14/20 22:14, 2020-02-14 22:16:50, 2020-02-14 14:14:02 PST, 2020-02-14 14:16:50 PST,168, Transport, , 
2/14/20 22:16, 2020-02-14 22:29:53, 2020-02-14 14:16:50 PST, 2020-02-14 14:29:53 PST,783, Home, , 
2/14/20 22:29, 2020-02-14 22:41:26, 2020-02-14 14:29:53 PST, 2020-02-14 14:41:26 PST,693, Transport, , 
2/14/20 23:04, 2020-02-14 23:07:54, 2020-02-14 15:04:16 PST, 2020-02-14 15:07:54 PST,218, Transport, , 
2/14/20 23:28, 2020-02-14 23:38:48, 2020-02-14 15:28:14 PST, 2020-02-14 15:38:48 PST,634, Transport, , 
2/14/20 23:38, 2020-02-14 23:57:59, 2020-02-14 15:38:48 PST, 2020-02-14 15:57:59 PST,1151, Home, , 
2/14/20 23:57, 2020-02-15 00:06:06, 2020-02-14 15:57:59 PST, 2020-02-14 16:06:06 PST,487, Transport, , 
2/15/20 0:06, 2020-02-15 01:28:13, 2020-02-14 16:06:06 PST, 2020-02-14 17:28:13 PST,4927, Home, , 
2/15/20 1:28, 2020-02-15 01:28:13, 2020-02-14 17:28:12 PST, 2020-02-14 17:28:13 PST,1, Commute to work, , 
2/15/20 1:28, 2020-02-15 01:43:24, 2020-02-14 17:28:13 PST, 2020-02-14 17:43:24 PST,911, Work, SLODOCO, 
2/15/20 1:44, 2020-02-15 01:52:17, 2020-02-14 17:44:02 PST, 2020-02-14 17:52:17 PST,495, Transport, , 
2/15/20 2:07, 2020-02-15 02:11:42, 2020-02-14 18:07:34 PST, 2020-02-14 18:11:42 PST,248, Transport, , 
2/15/20 2:21, 2020-02-15 02:25:05, 2020-02-14 18:21:10 PST, 2020-02-14 18:25:05 PST,235, Transport, , 
2/15/20 2:45, 2020-02-15 02:57:46, 2020-02-14 18:45:12 PST, 2020-02-14 18:57:46 PST,754, Transport, , 
2/15/20 3:13, 2020-02-15 03:28:56, 2020-02-14 19:13:21 PST, 2020-02-14 19:28:56 PST,935, Transport, , 
2/15/20 3:35, 2020-02-15 03:54:39, 2020-02-14 19:35:12 PST, 2020-02-14 19:54:39 PST,1167, Transport, , 
2/15/20 3:54, 2020-02-15 04:11:44, 2020-02-14 19:54:39 PST, 2020-02-14 20:11:44 PST,1025, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
2/15/20 4:13, 2020-02-15 04:24:17, 2020-02-14 20:13:59 PST, 2020-02-14 20:24:17 PST,618, Walk, , 
2/15/20 4:25, 2020-02-15 04:29:56, 2020-02-14 20:25:19 PST, 2020-02-14 20:29:56 PST,277, Transport, , 
2/15/20 4:29, 2020-02-15 04:35:14, 2020-02-14 20:29:56 PST, 2020-02-14 20:35:14 PST,318, Studying, SLODOCO, 
2/15/20 4:35, 2020-02-15 04:37:14, 2020-02-14 20:35:14 PST, 2020-02-14 20:37:14 PST,120, Transport, , 
2/15/20 4:43, 2020-02-15 04:48:19, 2020-02-14 20:43:24 PST, 2020-02-14 20:48:19 PST,295, Transport, , 
2/15/20 4:48, 2020-02-15 15:33:11, 2020-02-14 20:48:19 PST, 2020-02-15 07:33:11 PST,38692, Home, , 
2/15/20 9:45, 2020-02-15 13:06:06, 2020-02-15 01:45:25 PST, 2020-02-15 05:06:06 PST,12041, Sleep, , 
2/15/20 15:33, 2020-02-15 15:35:26, 2020-02-15 07:33:11 PST, 2020-02-15 07:35:26 PST,135, Transport, , 
2/15/20 15:35, 2020-02-15 15:41:09, 2020-02-15 07:35:26 PST, 2020-02-15 07:41:09 PST,343, Groceries, Ferrini, 
2/15/20 15:48, 2020-02-15 16:08:03, 2020-02-15 07:48:56 PST, 2020-02-15 08:08:03 PST,1147, Transport, , 
2/15/20 16:13, 2020-02-15 17:48:27, 2020-02-15 08:13:03 PST, 2020-02-15 09:48:27 PST,5724, Transport, , 
2/15/20 17:54, 2020-02-15 19:52:56, 2020-02-15 09:54:42 PST, 2020-02-15 11:52:56 PST,7094, Transport, , 
2/15/20 20:01, 2020-02-15 20:41:49, 2020-02-15 12:01:29 PST, 2020-02-15 12:41:49 PST,2420, Transport, , 
2/15/20 21:39, 2020-02-15 21:49:20, 2020-02-15 13:39:31 PST, 2020-02-15 13:49:20 PST,589, Transport, , 
2/16/20 0:52, 2020-02-16 01:00:29, 2020-02-15 16:52:58 PST, 2020-02-15 17:00:29 PST,451, Transport, , 
2/16/20 1:11, 2020-02-16 01:19:53, 2020-02-15 17:11:35 PST, 2020-02-15 17:19:53 PST,498, Walk, , 
2/16/20 1:20, 2020-02-16 01:26:52, 2020-02-15 17:20:19 PST, 2020-02-15 17:26:52 PST,393, Transport, , 
2/16/20 10:54, 2020-02-16 15:00:04, 2020-02-16 02:54:49 PST, 2020-02-16 07:00:04 PST,14715, Sleep, , 
2/16/20 17:55, 2020-02-16 18:11:27, 2020-02-16 09:55:57 PST, 2020-02-16 10:11:27 PST,930, Transport, , 
2/16/20 20:59, 2020-02-16 21:18:39, 2020-02-16 12:59:15 PST, 2020-02-16 13:18:39 PST,1164, Transport, , 
2/16/20 22:29, 2020-02-16 22:34:55, 2020-02-16 14:29:15 PST, 2020-02-16 14:34:55 PST,340, Transport, , 
2/16/20 22:56, 2020-02-16 23:02:47, 2020-02-16 14:56:47 PST, 2020-02-16 15:02:47 PST,360, Transport, , 
2/17/20 2:12, 2020-02-17 02:51:52, 2020-02-16 18:12:40 PST, 2020-02-16 18:51:52 PST,2352, Transport, , 
2/17/20 3:38, 2020-02-17 04:10:42, 2020-02-16 19:38:29 PST, 2020-02-16 20:10:42 PST,1933, Transport, , 
2/17/20 4:30, 2020-02-17 04:40:06, 2020-02-16 20:30:57 PST, 2020-02-16 20:40:06 PST,549, Transport, , 
2/17/20 5:02, 2020-02-17 05:07:14, 2020-02-16 21:02:04 PST, 2020-02-16 21:07:14 PST,310, Transport, , 
2/17/20 10:34, 2020-02-17 15:13:25, 2020-02-17 02:34:37 PST, 2020-02-17 07:13:25 PST,16728, Sleep, , 
2/17/20 17:55, 2020-02-17 17:58:14, 2020-02-17 09:55:36 PST, 2020-02-17 09:58:14 PST,158, Transport, , 
2/17/20 18:32, 2020-02-17 18:39:26, 2020-02-17 10:32:03 PST, 2020-02-17 10:39:26 PST,443, Transport, , 
2/17/20 19:45, 2020-02-17 19:48:04, 2020-02-17 11:45:04 PST, 2020-02-17 11:48:04 PST,180, Transport, , 
2/17/20 21:39, 2020-02-17 21:44:55, 2020-02-17 13:39:43 PST, 2020-02-17 13:44:55 PST,312, Transport, , 
2/17/20 22:20, 2020-02-17 22:26:35, 2020-02-17 14:20:13 PST, 2020-02-17 14:26:35 PST,382, Transport, , 
2/17/20 22:42, 2020-02-17 22:45:54, 2020-02-17 14:42:49 PST, 2020-02-17 14:45:54 PST,185, Transport, , 
2/17/20 23:52, 2020-02-17 23:55:20, 2020-02-17 15:52:14 PST, 2020-02-17 15:55:20 PST,186, Transport, , 
2/18/20 0:02, 2020-02-18 00:04:26, 2020-02-17 16:02:11 PST, 2020-02-17 16:04:26 PST,135, Transport, , 
2/18/20 0:11, 2020-02-18 01:25:50, 2020-02-17 16:11:48 PST, 2020-02-17 17:25:50 PST,4442, Transport, , 
2/18/20 1:32, 2020-02-18 04:34:05, 2020-02-17 17:32:01 PST, 2020-02-17 20:34:05 PST,10924, Transport, , 
2/18/20 5:32, 2020-02-18 05:38:25, 2020-02-17 21:32:05 PST, 2020-02-17 21:38:25 PST,380, Transport, , 
2/18/20 5:38, 2020-02-18 15:47:43, 2020-02-17 21:38:25 PST, 2020-02-18 07:47:43 PST,36558, Home, , 
2/18/20 8:35, 2020-02-18 15:00:20, 2020-02-18 00:35:19 PST, 2020-02-18 07:00:20 PST,23101, Sleep, , 
2/18/20 15:47, 2020-02-18 15:52:04, 2020-02-18 07:47:42 PST, 2020-02-18 07:52:04 PST,262, Commute to work, , 
2/18/20 15:48, 2020-02-18 15:51:56, 2020-02-18 07:48:00 PST, 2020-02-18 07:51:56 PST,236, Transport, , 
2/18/20 15:52, 2020-02-18 19:08:35, 2020-02-18 07:52:04 PST, 2020-02-18 11:08:35 PST,11791, School, Math and Science (Bldg 38), 
2/18/20 19:08, 2020-02-18 19:50:11, 2020-02-18 11:08:34 PST, 2020-02-18 11:50:11 PST,2497, Commute to home, , 
2/18/20 19:08, 2020-02-18 19:47:15, 2020-02-18 11:08:35 PST, 2020-02-18 11:47:15 PST,2320, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
2/18/20 19:47, 2020-02-18 19:50:11, 2020-02-18 11:47:15 PST, 2020-02-18 11:50:11 PST,176, Transport, , 
2/18/20 19:50, 2020-02-18 21:42:36, 2020-02-18 11:50:11 PST, 2020-02-18 13:42:36 PST,6745, Home, , 
2/18/20 21:43, 2020-02-18 21:48:15, 2020-02-18 13:43:23 PST, 2020-02-18 13:48:15 PST,292, Transport, , 
2/18/20 22:53, 2020-02-18 23:00:19, 2020-02-18 14:53:37 PST, 2020-02-18 15:00:19 PST,402, Transport, , 
2/18/20 23:00, 2020-02-19 01:37:11, 2020-02-18 15:00:19 PST, 2020-02-18 17:37:11 PST,9412, School, , 
2/19/20 1:37, 2020-02-19 01:41:05, 2020-02-18 17:37:10 PST, 2020-02-18 17:41:05 PST,235, Commute to home, , 
2/19/20 1:37, 2020-02-19 01:41:05, 2020-02-18 17:37:11 PST, 2020-02-18 17:41:05 PST,234, Transport, , 
2/19/20 1:41, 2020-02-19 16:27:42, 2020-02-18 17:41:05 PST, 2020-02-19 08:27:42 PST,53197, Home, , 
2/19/20 9:21, 2020-02-19 15:18:54, 2020-02-19 01:21:52 PST, 2020-02-19 07:18:54 PST,21422, Sleep, , 
2/19/20 16:29, 2020-02-19 16:47:13, 2020-02-19 08:29:48 PST, 2020-02-19 08:47:13 PST,1045, Transport, , 
2/19/20 16:47, 2020-02-19 16:57:24, 2020-02-19 08:47:13 PST, 2020-02-19 08:57:24 PST,611, Groceries, Trader Joe's, 
2/19/20 16:57, 2020-02-19 17:09:23, 2020-02-19 08:57:24 PST, 2020-02-19 09:09:23 PST,719, Transport, , 
2/19/20 17:09, 2020-02-19 18:07:20, 2020-02-19 09:09:23 PST, 2020-02-19 10:07:20 PST,3477, Home, , 
2/19/20 18:16, 2020-02-19 19:01:44, 2020-02-19 10:16:47 PST, 2020-02-19 11:01:44 PST,2697, Studying, SLODOCO, 
2/19/20 19:03, 2020-02-19 21:00:43, 2020-02-19 11:03:36 PST, 2020-02-19 13:00:43 PST,7027, Home, , 
2/19/20 21:00, 2020-02-19 21:04:11, 2020-02-19 13:00:42 PST, 2020-02-19 13:04:11 PST,209, Commute to work, , 
2/19/20 21:01, 2020-02-19 21:04:11, 2020-02-19 13:01:57 PST, 2020-02-19 13:04:11 PST,134, Transport, , 
2/19/20 21:04, 2020-02-19 22:58:52, 2020-02-19 13:04:11 PST, 2020-02-19 14:58:52 PST,6881, School, , 
2/19/20 22:58, 2020-02-19 23:03:08, 2020-02-19 14:58:51 PST, 2020-02-19 15:03:08 PST,257, Commute to home, , 
2/19/20 22:58, 2020-02-19 23:03:07, 2020-02-19 14:58:52 PST, 2020-02-19 15:03:07 PST,255, Walk, , 
2/19/20 23:03, 2020-02-20 04:29:26, 2020-02-19 15:03:08 PST, 2020-02-19 20:29:26 PST,19578, Home, , 
2/20/20 4:29, 2020-02-20 04:33:29, 2020-02-19 20:29:25 PST, 2020-02-19 20:33:29 PST,244, Commute to work, , 
2/20/20 4:29, 2020-02-20 04:33:29, 2020-02-19 20:29:26 PST, 2020-02-19 20:33:29 PST,243, Transport, , 
2/20/20 4:33, 2020-02-20 08:22:32, 2020-02-19 20:33:29 PST, 2020-02-20 00:22:32 PST,13743, School, , 
2/20/20 8:22, 2020-02-20 08:29:06, 2020-02-20 00:22:31 PST, 2020-02-20 00:29:06 PST,395, Commute to home, , 
2/20/20 8:29, 2020-02-20 17:59:33, 2020-02-20 00:29:06 PST, 2020-02-20 09:59:33 PST,34227, Home, , 
2/20/20 9:57, 2020-02-20 15:00:37, 2020-02-20 01:57:23 PST, 2020-02-20 07:00:37 PST,18194, Sleep, , 
2/20/20 17:59, 2020-02-20 18:12:56, 2020-02-20 09:59:32 PST, 2020-02-20 10:12:56 PST,804, Commute to work, , 
2/20/20 17:59, 2020-02-20 18:09:38, 2020-02-20 09:59:33 PST, 2020-02-20 10:09:38 PST,605, Transport, , 
2/20/20 18:09, 2020-02-20 18:12:55, 2020-02-20 10:09:38 PST, 2020-02-20 10:12:55 PST,197, Walk, , 
2/20/20 18:12, 2020-02-20 18:47:44, 2020-02-20 10:12:56 PST, 2020-02-20 10:47:44 PST,2088, School, , 
2/20/20 18:47, 2020-02-20 18:53:06, 2020-02-20 10:47:43 PST, 2020-02-20 10:53:06 PST,323, Commute to home, , 
2/20/20 18:47, 2020-02-20 18:53:06, 2020-02-20 10:47:44 PST, 2020-02-20 10:53:06 PST,322, Transport, , 
2/20/20 18:53, 2020-02-20 19:34:29, 2020-02-20 10:53:06 PST, 2020-02-20 11:34:29 PST,2483, Home, , 
2/20/20 19:34, 2020-02-20 19:37:43, 2020-02-20 11:34:29 PST, 2020-02-20 11:37:43 PST,194, Transport, , 
2/20/20 19:39, 2020-02-20 19:44:59, 2020-02-20 11:39:12 PST, 2020-02-20 11:44:59 PST,347, Walk, , 
2/20/20 23:12, 2020-02-20 23:19:31, 2020-02-20 15:12:52 PST, 2020-02-20 15:19:31 PST,399, Transport, , 
2/20/20 23:19, 2020-02-21 20:01:00, 2020-02-20 15:19:31 PST, 2020-02-21 12:01:00 PST,74489, Home, , 
2/21/20 9:09, 2020-02-21 14:45:15, 2020-02-21 01:09:46 PST, 2020-02-21 06:45:15 PST,20129, Sleep, , 
2/21/20 20:00, 2020-02-21 20:07:57, 2020-02-21 12:00:59 PST, 2020-02-21 12:07:57 PST,418, Commute to work, , 
2/21/20 20:01, 2020-02-21 20:07:57, 2020-02-21 12:01:00 PST, 2020-02-21 12:07:57 PST,417, Transport, , 
2/21/20 20:07, 2020-02-21 22:30:54, 2020-02-21 12:07:57 PST, 2020-02-21 14:30:54 PST,8577, School, , 
2/21/20 22:50, 2020-02-22 02:09:17, 2020-02-21 14:50:45 PST, 2020-02-21 18:09:17 PST,11912, School, , 
2/22/20 2:09, 2020-02-22 02:34:06, 2020-02-21 18:09:22 PST, 2020-02-21 18:34:06 PST,1484, Transport, , 
2/22/20 3:31, 2020-02-22 03:54:26, 2020-02-21 19:31:11 PST, 2020-02-21 19:54:26 PST,1395, Transport, , 
2/22/20 4:00, 2020-02-22 04:03:40, 2020-02-21 20:00:41 PST, 2020-02-21 20:03:40 PST,179, Transport, , 
2/22/20 4:03, 2020-02-22 05:09:41, 2020-02-21 20:03:40 PST, 2020-02-21 21:09:41 PST,3961, Home, , 
2/22/20 5:10, 2020-02-22 05:19:04, 2020-02-21 21:10:46 PST, 2020-02-21 21:19:04 PST,498, Transport, , 
2/22/20 5:19, 2020-02-22 05:40:03, 2020-02-21 21:19:04 PST, 2020-02-21 21:40:03 PST,1259, Groceries, Target, 
2/22/20 5:40, 2020-02-22 05:44:38, 2020-02-21 21:40:03 PST, 2020-02-21 21:44:38 PST,275, Walk, , 
2/22/20 5:44, 2020-02-22 05:49:26, 2020-02-21 21:44:39 PST, 2020-02-21 21:49:26 PST,287, Transport, , 
2/22/20 5:49, 2020-02-22 16:07:02, 2020-02-21 21:49:26 PST, 2020-02-22 08:07:02 PST,37056, Home, , 
2/22/20 8:13, 2020-02-22 14:59:25, 2020-02-22 00:13:19 PST, 2020-02-22 06:59:25 PST,24366, Sleep, , 
2/22/20 16:07, 2020-02-22 16:12:20, 2020-02-22 08:07:01 PST, 2020-02-22 08:12:20 PST,319, Commute to work, , 
2/22/20 16:12, 2020-02-22 17:22:47, 2020-02-22 08:12:20 PST, 2020-02-22 09:22:47 PST,4227, School, Cal Poly Recreation Center, 
2/22/20 17:22, 2020-02-22 18:13:45, 2020-02-22 09:22:46 PST, 2020-02-22 10:13:45 PST,3059, Commute to home, , 
2/22/20 17:22, 2020-02-22 17:35:30, 2020-02-22 09:22:47 PST, 2020-02-22 09:35:30 PST,763, Transport, , 
2/22/20 18:01, 2020-02-22 18:13:45, 2020-02-22 10:01:08 PST, 2020-02-22 10:13:45 PST,757, Transport, , 
2/22/20 18:13, 2020-02-22 19:01:40, 2020-02-22 10:13:45 PST, 2020-02-22 11:01:40 PST,2875, Home, , 
2/22/20 19:01, 2020-02-22 19:10:03, 2020-02-22 11:01:44 PST, 2020-02-22 11:10:03 PST,499, Transport, , 
2/22/20 19:59, 2020-02-22 20:04:59, 2020-02-22 11:59:14 PST, 2020-02-22 12:04:59 PST,345, Transport, , 
2/22/20 20:27, 2020-02-22 20:43:04, 2020-02-22 12:27:55 PST, 2020-02-22 12:43:04 PST,909, Transport, , 
2/22/20 20:43, 2020-02-23 00:58:06, 2020-02-22 12:43:04 PST, 2020-02-22 16:58:06 PST,15302, Home, , 
2/23/20 0:58, 2020-02-23 01:07:18, 2020-02-22 16:58:06 PST, 2020-02-22 17:07:18 PST,552, Transport, , 
2/23/20 1:43, 2020-02-23 01:53:51, 2020-02-22 17:43:55 PST, 2020-02-22 17:53:51 PST,596, Transport, , 
2/23/20 1:53, 2020-02-23 18:05:08, 2020-02-22 17:53:51 PST, 2020-02-23 10:05:08 PST,58277, Home, , 
2/23/20 9:55, 2020-02-23 14:45:12, 2020-02-23 01:55:29 PST, 2020-02-23 06:45:12 PST,17383, Sleep, , 
2/23/20 18:05, 2020-02-23 18:14:40, 2020-02-23 10:05:07 PST, 2020-02-23 10:14:40 PST,573, Commute to work, , 
2/23/20 18:14, 2020-02-23 20:52:17, 2020-02-23 10:14:40 PST, 2020-02-23 12:52:17 PST,9457, School, , 
2/23/20 22:09, 2020-02-23 22:13:29, 2020-02-23 14:09:39 PST, 2020-02-23 14:13:29 PST,230, Transport, , 
2/23/20 22:13, 2020-02-23 23:39:44, 2020-02-23 14:13:29 PST, 2020-02-23 15:39:44 PST,5175, Home, , 
2/23/20 23:39, 2020-02-23 23:46:41, 2020-02-23 15:39:44 PST, 2020-02-23 15:46:41 PST,417, Transport, , 
2/24/20 3:05, 2020-02-24 03:10:27, 2020-02-23 19:05:23 PST, 2020-02-23 19:10:27 PST,304, Transport, , 
2/24/20 3:46, 2020-02-24 03:50:05, 2020-02-23 19:46:56 PST, 2020-02-23 19:50:05 PST,189, Transport, , 
2/24/20 3:50, 2020-02-24 20:59:49, 2020-02-23 19:50:05 PST, 2020-02-24 12:59:49 PST,61784, Home, , 
2/24/20 7:14, 2020-02-24 14:20:23, 2020-02-23 23:14:16 PST, 2020-02-24 06:20:23 PST,25567, Sleep, , 
2/24/20 20:59, 2020-02-24 21:01:54, 2020-02-24 12:59:48 PST, 2020-02-24 13:01:54 PST,126, Commute to work, , 
2/24/20 20:59, 2020-02-24 21:01:53, 2020-02-24 12:59:49 PST, 2020-02-24 13:01:53 PST,124, Walk, , 
2/24/20 21:01, 2020-02-24 22:07:13, 2020-02-24 13:01:54 PST, 2020-02-24 14:07:13 PST,3919, School, , 
2/24/20 22:07, 2020-02-24 22:46:40, 2020-02-24 14:07:12 PST, 2020-02-24 14:46:40 PST,2368, Commute to home, , 
2/24/20 22:12, 2020-02-24 22:23:21, 2020-02-24 14:12:41 PST, 2020-02-24 14:23:21 PST,640, Transport, , 
2/24/20 22:23, 2020-02-24 22:33:41, 2020-02-24 14:23:21 PST, 2020-02-24 14:33:41 PST,620, Groceries, Trader Joe's, 
2/24/20 22:34, 2020-02-24 22:46:40, 2020-02-24 14:34:13 PST, 2020-02-24 14:46:40 PST,747, Transport, , 
2/24/20 22:46, 2020-02-25 15:50:41, 2020-02-24 14:46:40 PST, 2020-02-25 07:50:41 PST,61441, Home, , 
2/25/20 7:19, 2020-02-25 14:22:45, 2020-02-24 23:19:46 PST, 2020-02-25 06:22:45 PST,25379, Sleep, , 
2/25/20 15:50, 2020-02-25 16:13:12, 2020-02-25 07:50:40 PST, 2020-02-25 08:13:12 PST,1352, Commute to work, , 
2/25/20 15:50, 2020-02-25 16:00:58, 2020-02-25 07:50:41 PST, 2020-02-25 08:00:58 PST,617, Cycle, , 
2/25/20 16:03, 2020-02-25 16:07:14, 2020-02-25 08:03:04 PST, 2020-02-25 08:07:14 PST,250, Walk, , 
2/25/20 16:13, 2020-02-25 21:56:45, 2020-02-25 08:13:12 PST, 2020-02-25 13:56:45 PST,20613, School, Math and Science (Bldg 38), 
2/25/20 21:56, 2020-02-25 22:04:10, 2020-02-25 13:56:44 PST, 2020-02-25 14:04:10 PST,446, Commute to home, , 
2/25/20 22:04, 2020-02-26 00:33:31, 2020-02-25 14:04:10 PST, 2020-02-25 16:33:31 PST,8961, Home, , 
2/26/20 0:33, 2020-02-26 00:36:29, 2020-02-25 16:33:30 PST, 2020-02-25 16:36:29 PST,179, Commute to work, , 
2/26/20 0:33, 2020-02-26 00:36:29, 2020-02-25 16:33:31 PST, 2020-02-25 16:36:29 PST,178, Transport, , 
2/26/20 0:36, 2020-02-26 02:29:13, 2020-02-25 16:36:29 PST, 2020-02-25 18:29:13 PST,6764, School, , 
2/26/20 2:29, 2020-02-26 02:34:07, 2020-02-25 18:29:12 PST, 2020-02-25 18:34:07 PST,295, Commute to home, , 
2/26/20 2:30, 2020-02-26 02:34:07, 2020-02-25 18:30:12 PST, 2020-02-25 18:34:07 PST,235, Transport, , 
2/26/20 2:34, 2020-02-26 03:38:50, 2020-02-25 18:34:07 PST, 2020-02-25 19:38:50 PST,3883, Home, , 
2/26/20 3:38, 2020-02-26 03:48:02, 2020-02-25 19:38:50 PST, 2020-02-25 19:48:02 PST,552, Transport, , 
2/26/20 3:48, 2020-02-26 17:56:30, 2020-02-25 19:48:02 PST, 2020-02-26 09:56:30 PST,50908, Home, , 
2/26/20 9:42, 2020-02-26 14:30:23, 2020-02-26 01:42:00 PST, 2020-02-26 06:30:23 PST,17303, Sleep, , 
2/26/20 18:06, 2020-02-26 20:48:47, 2020-02-26 10:06:26 PST, 2020-02-26 12:48:47 PST,9741, Studying, SLODOCO, 
2/26/20 20:48, 2020-02-26 20:51:43, 2020-02-26 12:48:47 PST, 2020-02-26 12:51:43 PST,176, Transport, , 
2/26/20 20:51, 2020-02-26 21:59:00, 2020-02-26 12:51:43 PST, 2020-02-26 13:59:00 PST,4037, School, , 
2/26/20 21:58, 2020-02-26 22:04:27, 2020-02-26 13:58:59 PST, 2020-02-26 14:04:27 PST,328, Commute to home, , 
2/26/20 21:59, 2020-02-26 22:01:09, 2020-02-26 13:59:00 PST, 2020-02-26 14:01:09 PST,129, Walk, , 
2/26/20 22:01, 2020-02-26 22:04:27, 2020-02-26 14:01:10 PST, 2020-02-26 14:04:27 PST,197, Transport, , 
2/26/20 22:04, 2020-02-27 00:06:44, 2020-02-26 14:04:27 PST, 2020-02-26 16:06:44 PST,7337, Home, , 
2/27/20 0:06, 2020-02-27 00:16:23, 2020-02-26 16:06:44 PST, 2020-02-26 16:16:23 PST,579, Transport, , 
2/27/20 0:28, 2020-02-27 00:33:18, 2020-02-26 16:28:38 PST, 2020-02-26 16:33:18 PST,280, Transport, , 
2/27/20 0:53, 2020-02-27 01:00:48, 2020-02-26 16:53:07 PST, 2020-02-26 17:00:48 PST,461, Transport, , 
2/27/20 1:00, 2020-02-27 04:23:10, 2020-02-26 17:00:48 PST, 2020-02-26 20:23:10 PST,12142, Home, , 
2/27/20 4:23, 2020-02-27 04:26:37, 2020-02-26 20:23:10 PST, 2020-02-26 20:26:37 PST,207, Transport, , 
2/27/20 4:26, 2020-02-27 08:30:49, 2020-02-26 20:26:37 PST, 2020-02-27 00:30:49 PST,14652, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
2/27/20 8:30, 2020-02-27 08:37:09, 2020-02-27 00:30:49 PST, 2020-02-27 00:37:09 PST,380, Transport, , 
2/27/20 8:57, 2020-02-27 09:03:19, 2020-02-27 00:57:20 PST, 2020-02-27 01:03:19 PST,359, Transport, , 
2/27/20 9:03, 2020-02-27 22:58:35, 2020-02-27 01:03:19 PST, 2020-02-27 14:58:35 PST,50116, Home, , 
2/27/20 10:46, 2020-02-27 15:30:15, 2020-02-27 02:46:01 PST, 2020-02-27 07:30:15 PST,17054, Sleep, , 
2/27/20 22:58, 2020-02-27 23:01:34, 2020-02-27 14:58:34 PST, 2020-02-27 15:01:34 PST,180, Commute to work, , 
2/27/20 22:58, 2020-02-27 23:01:34, 2020-02-27 14:58:35 PST, 2020-02-27 15:01:34 PST,179, Transport, , 
2/27/20 23:01, 2020-02-28 00:35:42, 2020-02-27 15:01:34 PST, 2020-02-27 16:35:42 PST,5648, School, , 
2/28/20 0:35, 2020-02-28 00:38:40, 2020-02-27 16:35:41 PST, 2020-02-27 16:38:40 PST,179, Commute to home, , 
2/28/20 0:35, 2020-02-28 00:38:40, 2020-02-27 16:35:42 PST, 2020-02-27 16:38:40 PST,178, Transport, , 
2/28/20 0:38, 2020-02-28 00:46:38, 2020-02-27 16:38:40 PST, 2020-02-27 16:46:38 PST,478, Home, , 
2/28/20 0:47, 2020-02-28 00:58:16, 2020-02-27 16:47:07 PST, 2020-02-27 16:58:16 PST,669, Transport, , 
2/28/20 1:12, 2020-02-28 01:23:21, 2020-02-27 17:12:19 PST, 2020-02-27 17:23:21 PST,662, Transport, , 
2/28/20 1:23, 2020-02-28 02:39:44, 2020-02-27 17:23:21 PST, 2020-02-27 18:39:44 PST,4583, Home, , 
2/28/20 2:39, 2020-02-28 02:49:30, 2020-02-27 18:39:44 PST, 2020-02-27 18:49:30 PST,586, Transport, , 
2/28/20 3:39, 2020-02-28 03:49:47, 2020-02-27 19:39:25 PST, 2020-02-27 19:49:47 PST,622, Transport, , 
2/28/20 3:50, 2020-02-28 05:09:44, 2020-02-27 19:50:23 PST, 2020-02-27 21:09:44 PST,4761, Home, , 
2/28/20 5:09, 2020-02-28 05:18:47, 2020-02-27 21:09:43 PST, 2020-02-27 21:18:47 PST,544, Commute to work, , 
2/28/20 5:09, 2020-02-28 05:18:47, 2020-02-27 21:09:44 PST, 2020-02-27 21:18:47 PST,543, Transport, , 
2/28/20 5:18, 2020-02-28 05:36:24, 2020-02-27 21:18:47 PST, 2020-02-27 21:36:24 PST,1057, Work, Five Guys, 
2/28/20 5:36, 2020-02-28 05:36:24, 2020-02-27 21:36:23 PST, 2020-02-27 21:36:24 PST,1, Commute to home, , 
2/28/20 5:36, 2020-02-28 21:14:01, 2020-02-27 21:36:24 PST, 2020-02-28 13:14:01 PST,56257, Home, , 
2/28/20 7:12, 2020-02-28 14:20:13, 2020-02-27 23:12:48 PST, 2020-02-28 06:20:13 PST,25645, Sleep, , 
2/28/20 21:14, 2020-02-28 21:18:36, 2020-02-28 13:14:01 PST, 2020-02-28 13:18:36 PST,275, Transport, , 
2/28/20 21:31, 2020-02-28 21:45:03, 2020-02-28 13:31:47 PST, 2020-02-28 13:45:03 PST,796, Transport, , 
2/28/20 22:00, 2020-02-28 22:08:04, 2020-02-28 14:00:00 PST, 2020-02-28 14:08:04 PST,484, Transport, , 
2/28/20 22:21, 2020-02-28 22:36:55, 2020-02-28 14:21:59 PST, 2020-02-28 14:36:55 PST,896, Transport, , 
2/28/20 22:36, 2020-02-28 22:59:32, 2020-02-28 14:36:55 PST, 2020-02-28 14:59:32 PST,1357, Groceries, Walmart, 
2/28/20 22:59, 2020-02-28 23:02:05, 2020-02-28 14:59:32 PST, 2020-02-28 15:02:05 PST,153, Walk, , 
2/28/20 23:02, 2020-02-28 23:20:31, 2020-02-28 15:02:06 PST, 2020-02-28 15:20:31 PST,1105, Transport, , 
