NAME,S1901_C04_012E
17019,41250
17020,37192
17021,25938
17022,44035
17023,34167
17024,42788
17025,52017
17026,54228
17027,44127
17028,39756
17030,9160
17032,37212
17033,41318
17034,33550
17035,34271
17036,56893
17037,47500
17038,30572
17040,46719
17042,47664
17043,47000
17044,32124
17045,35714
17046,27289
17047,22625
17048,41071
17049,17451
17050,59079
17051,32813
17052,34583
17053,44438
17055,45035
17057,41337
17058,23917
17059,36370
17060,23750
17061,39375
17062,38462
17063,28611
17064,93542
17065,40464
17066,22432
17067,39722
17068,43250
17069,24375
17070,51222
17071,39375
17073,37875
17074,33690
17075,23750
17078,41489
17080,33750
17081,29331
17082,33606
17084,34881
17086,23400
17087,40455
17090,43885
17093,66401
17094,27073
17097,26146
17098,38077
17101,49660
17102,43125
17103,28779
17104,39964
17109,39164
17110,45153
17111,48851
17112,53933
17113,28728
17201,40450
17202,41896
17210,20385
17211,19688
17212,28906
17213,24250
17214,28597
17215,38750
17220,23000
17221,41750
17222,33784
17223,39167
17225,53924
17228,55139
17229,29954
17233,24320
17236,38508
17237,58672
17238,27708
17239,51000
17240,39199
17241,34788
17243,22917
17244,42560
17247,40288
17249,37500
17252,31494
17253,33750
17255,21250
17257,39252
17260,19766
17262,48269
17264,24375
17265,35982
17266,32188
17267,28333
17268,36509
17271,22292
17301,45114
17302,53015
17303,17250
17304,53148
17306,47000
17307,36696
17309,38452
17311,55833
17313,40873
17314,38837
17315,41978
17316,40938
17317,63750
17319,46456
17320,47344
17321,53750
17322,53031
17323,46000
17324,28403
17325,39818
17327,58359
17329,41136
17331,37690
17339,51556
17340,41473
17342,65417
17344,24946
17345,53161
17347,40295
17349,55549
17350,36484
17352,41000
17353,39500
17355,66250
17356,41894
17360,43070
17361,29879
17362,44813
17363,34904
17364,34524
17365,34861
17366,46284
17368,48667
17370,41137
17371,55625
17372,42569
17401,28319
17402,38125
17403,35640
17404,43756
17406,52901
17407,52250
17408,37975
17501,28718
17502,49000
17505,64271
17509,51250
17512,31143
17516,27721
17517,45234
17519,41641
17520,37891
17522,37451
17527,46250
17529,41722
17532,75833
17538,25799
17540,37593
17543,38661
17545,39438
17547,36992
17551,30104
17552,42021
17554,38289
17555,40139
17557,27425
17560,39273
17562,55227
17563,35250
17565,51250
17566,47738
17569,36875
17572,14381
17578,37845
17579,43264
17582,63393
17584,55000
17601,51550
17602,44505
17603,44763
17701,31146
17702,37083
17720,21705
17721,32500
17724,25179
17728,32979
17729,25000
17731,81250
17737,35682
17739,19375
17740,40256
17744,33412
17745,25057
17747,30341
17748,38750
17749,31875
17751,29167
17752,33068
17754,37819
17756,34485
17758,35357
17762,60282
17763,33750
17764,22443
17765,48750
17768,35417
17769,25417
17771,29342
17772,39028
17774,34911
17776,29063
17777,30994
17801,25132
17810,35417
17812,25000
17813,31761
17814,37870
17815,33529
17820,39688
17821,30632
17823,27500
17824,27823
17827,45500
17830,30313
17832,24091
17834,44211
17836,44375
17837,32926
17840,80446
17841,36083
17842,27930
17844,34167
17845,32563
17846,31932
17847,27833
17850,28239
17851,21821
17853,34293
17855,30750
17856,42762
17857,42808
17858,61667
17859,33977
17860,24102
17862,45385
17864,35875
17866,26576
17868,22143
17870,32254
17872,21162
17876,33125
17878,33269
17881,37000
17886,23552
17887,15036
17888,34643
17889,22083
17901,33778
17920,37019
17921,26262
17922,36739
17929,38958
17930,25000
17931,28966
17934,30500
17935,19500
17936,26979
17938,80243
17941,46250
17946,56724
17948,22477
17952,42083
17953,36250
17954,19511
17957,52813
17959,25833
17961,57045
17963,35582
17964,29028
17965,32692
17967,31635
17968,39375
17970,33750
17972,26150
17976,30833
17978,40833
17980,40417
17981,35694
17982,26094
17983,53026
17985,34150
18011,68125
18013,36380
18014,32887
18015,30503
18017,42995
18018,44231
18020,51614
18030,33500
18031,53163
18032,28958
18034,94330
18036,51061
18037,36250
18040,56155
18041,52284
18042,40639
18045,62992
18049,45030
18051,68393
18052,45127
18053,41477
18055,38319
18058,31696
18062,55099
18064,40156
18065,26238
18066,39118
18067,49081
18069,49492
18070,39191
18071,39494
18072,36705
18073,58846
18074,80375
18076,33432
18077,56577
18078,51667
18080,36554
18083,102589
18085,50078
18086,58807
18088,42839
18091,40000
18092,45833
18101,32276
18102,26179
18103,42662
18104,44966
18106,48385
18109,40012
18201,31441
18202,26112
18210,41023
18211,42652
18216,29875
18218,24375
18219,46184
18220,26944
18222,52165
18224,28953
18229,39495
18232,18088
18234,25803
18235,30840
18237,24881
18240,30383
18241,39333
18249,52813
18250,57554
18252,26217
18254,28438
18255,33224
18301,37468
18302,36287
18321,42961
18322,42768
18324,45801
18325,59750
18326,45802
18327,51111
18328,53713
18330,49961
18332,47426
18334,57778
18335,46250
18336,35572
18337,39273
18343,50060
18346,38577
18347,71870
18350,95556
18351,47143
18353,52114
18354,31556
18360,37165
18403,48125
18405,46250
18407,24874
18411,53362
18414,47857
18415,55341
18417,50000
18419,30391
18421,36250
18424,32095
18425,42083
18426,33854
18428,40036
18431,28775
18433,39598
18434,30805
18435,33295
18436,26115
18438,40635
18441,33092
18443,24000
18444,35529
18445,39500
18446,26513
18447,34707
18452,22332
18453,32500
18456,50208
18458,37024
18460,24583
18461,26875
18462,41250
18463,58750
18464,45625
18465,44750
18466,40526
18470,41467
18472,30526
18503,35882
18504,28543
18505,30432
18507,38628
18508,33014
18509,32600
18510,26448
18512,36069
18517,51397
18518,32136
18519,44458
18602,29191
18603,33059
18610,44978
18612,45208
18614,26648
18615,32250
18616,31500
18617,21786
18618,45880
18619,22083
18621,36250
18623,39522
18624,48333
18625,30865
18626,41875
18628,23611
18629,48295
18630,45852
18631,16196
18632,20156
18634,35865
18635,42159
18636,30938
18640,31755
18641,31538
18642,36835
18643,41128
18644,32055
18651,28085
18655,35202
18656,55208
18657,39891
18660,42273
18661,30284
18701,29543
18702,28889
18704,37682
18705,37750
18706,33525
18707,37931
18708,27057
18709,26149
18801,32188
18810,26488
18812,50357
18814,36667
18818,34688
18821,38304
18822,30000
18823,25417
18824,29000
18825,57000
18826,32019
18828,45833
18829,40000
18830,35000
18831,25833
18832,28333
18833,33295
18834,30729
18837,40987
18840,34903
18844,63750
18845,49375
18846,50000
18847,31386
18848,30119
18850,40694
18851,35536
18853,37634
18854,31667
18901,47039
18902,68611
18914,63924
18917,55875
18923,65762
18925,125161
18929,91997
18930,68594
18933,54722
18938,69591
18940,68415
18942,76417
18944,49583
18946,102708
18947,65651
18951,49347
18954,46276
18955,55833
18960,39257
18964,46033
18966,51899
18969,51101
18970,56250
18972,57143
18974,49472
18976,44640
18977,82969
19001,41925
19002,54435
19003,61667
19004,75833
19006,33883
19007,42675
19008,58281
19009,51500
19010,56985
19012,52273
19013,25800
19014,57463
19015,49706
19018,41484
19020,46131
19021,34063
19022,29392
19023,31214
19025,68056
19026,47827
19027,51958
19029,38065
19030,45119
19031,45697
19032,37632
19033,30781
19034,46458
19035,98750
19036,37723
19038,57636
19040,48617
19041,63750
19043,37024
19044,58321
19046,35359
19047,44452
19050,40331
19053,45077
19054,50978
19055,42243
19056,41414
19057,41893
19060,48323
19061,38985
19063,56938
19064,55100
19066,67328
19067,62325
19070,41375
19072,71218
19073,57535
19074,39148
19075,65435
19076,47037
19078,46272
19079,34879
19081,55489
19082,34249
19083,48740
19085,195833
19086,74191
19087,77721
19090,54480
19094,41250
19095,35952
19096,75903
19102,87531
19103,72208
19104,23992
19106,97401
19107,54616
19111,38183
19114,42038
19115,40365
19116,35374
19118,52895
19119,43302
19120,34688
19121,19800
19122,27798
19123,70736
19124,22590
19125,79942
19126,35486
19127,68537
19128,65844
19129,44035
19130,76005
19131,35371
19132,22401
19133,11868
19134,31447
19135,35625
19136,34933
19137,38594
19138,23602
19139,21015
19140,13944
19141,25785
19142,25507
19143,27108
19144,21843
19145,48394
19146,74909
19147,71138
19148,51945
19149,35067
19150,32079
19151,35301
19152,38839
19153,41864
19154,39543
19301,62550
19310,41000
19311,90625
19312,60694
19317,65794
19320,52671
19330,75903
19333,60735
19335,53999
19341,64544
19342,60239
19343,44153
19344,50377
19348,50985
19350,59583
19352,79485
19355,83676
19358,26667
19362,53534
19363,53844
19365,39375
19372,76741
19374,96111
19380,61062
19382,55359
19390,33156
19401,40811
19403,54661
19405,47169
19406,67148
19422,69167
19425,53894
19426,59167
19428,85391
19436,65701
19438,62791
19440,47122
19444,68696
19446,53413
19453,52328
19454,56548
19460,69470
19462,53571
19464,36705
19465,50699
19468,54890
19473,57331
19474,70809
19475,53958
19492,29375
19501,42125
19503,40313
19504,53036
19505,52188
19506,38438
19507,42237
19508,40785
19510,53173
19512,45025
19518,37024
19520,44327
19522,39479
19525,64344
19526,41968
19529,41389
19530,36097
19533,39824
19534,36125
19536,46060
19539,49565
19540,42246
19541,58310
19543,64113
19547,41406
19549,42813
19550,40673
19551,45665
19555,36250
19559,25278
19560,52804
19562,29167
19565,45446
19567,42578
19601,21025
19602,19918
19604,22202
19605,52164
19606,39902
19607,49533
19608,58064
19609,37235
19610,45877
19611,39375
19701,69447
19702,62411
19703,35654
19706,53542
19707,54623
19709,57402
19711,46022
19713,45218
19720,41667
19730,35625
19734,51000
19801,31548
19802,35817
19803,54935
19804,40548
19805,35679
19806,63906
19807,77079
19808,54511
19809,53329
19810,58629
19901,43196
19904,36936
19930,58807
19931,49183
19933,31357
19934,43314
19936,26406
19938,54000
19939,36583
19940,30203
19943,45227
19944,48264
19945,29906
19946,33613
19947,38447
19950,36607
19951,41528
19952,27368
19953,33398
19954,27250
19955,33125
19956,30684
19958,48144
19960,35395
19962,32845
19963,37379
19964,39000
19966,35042
19967,49792
19968,32143
19970,54651
19971,55373
19973,31847
19975,48684
19977,51594
19979,73636
20001,113214
20002,86900
20003,107249
20004,110761
20005,86913
20006,31949
20007,90586
20008,87591
20009,109057
20010,85344
20011,62809
20012,69398
20015,80640
20016,93612
20017,71153
20018,44196
20019,31306
20020,37446
20024,81976
20032,33116
20036,91146
20037,79309
20105,107908
20106,59583
20109,68822
20110,68559
20111,63565
20112,96250
20115,52100
20119,62500
20120,88652
20121,92382
20124,89900
20130,79125
20132,90625
20135,56625
20136,105275
20137,128958
20141,74722
20144,44758
20147,82317
20148,111972
20151,86215
20152,98839
20155,74474
20158,73750
20164,77043
20165,100603
20166,92500
20169,84893
20170,92744
20171,101282
20175,86821
20176,74390
20180,94115
20181,53867
20184,56928
20186,53799
20187,83750
20190,97475
20191,92010
20194,110119
20198,59269
20601,70431
20602,65681
20603,67000
20607,89940
20608,62083
20611,77841
20613,61847
20615,115163
20616,74560
20617,100787
20618,56389
20619,80625
20621,41301
20622,47266
20623,95993
20625,117188
20630,220361
20634,79653
20636,60586
20637,87188
20639,84410
20640,61521
20646,50219
20650,66989
20653,63811
20657,58919
20658,53092
20659,58250
20664,55472
20676,82829
20677,27143
20678,37741
20685,76083
20689,155125
20693,82969
20695,52177
20701,73688
20705,66088
20706,70929
20707,71308
20708,56123
20710,42381
20711,39338
20712,46765
20714,62708
20715,85762
20716,84412
20720,107781
20721,94337
20722,48866
20723,78536
20724,69056
20732,75250
20733,65486
20735,73184
20736,72104
20737,51071
20740,46723
20743,52457
20744,77568
20745,58514
20746,54000
20747,54144
20748,57830
20751,73696
20754,55625
20755,110313
20758,59750
20759,104500
20762,110268
20763,33778
20764,73158
20765,180586
20769,113259
20770,60162
20772,90025
20774,79978
20776,39455
20777,181250
20778,171550
20779,39471
20781,59900
20782,50060
20783,53907
20784,51045
20785,59632
20794,90286
20812,78750
20814,83888
20815,95486
20816,84867
20817,73143
20832,63355
20833,78914
20837,50333
20838,61250
20841,80833
20842,52368
20850,83259
20851,70573
20852,88481
20853,60000
20854,87159
20855,85750
20861,96953
20866,87007
20871,95263
20872,60938
20874,71424
20876,76016
20877,59599
20878,85576
20879,64423
20880,101226
20882,68214
20886,62083
20895,67904
20896,165357
20899,37821
20901,75958
20902,63341
20903,49443
20904,66012
20905,84861
20906,60685
20910,80673
20912,41831
21001,45750
21005,93917
21009,68281
21012,88635
21013,39688
21014,48173
21015,54043
21017,81895
21028,37025
21030,55344
21032,68077
21034,46667
21035,83487
21037,69438
21040,44484
21042,75783
21043,66951
21044,78146
21045,73304
21046,104199
21047,58147
21048,40788
21050,47054
21053,72325
21054,58191
21057,36953
21060,55916
21061,51140
21074,51604
21075,70957
21076,105903
21078,56393
21084,42253
21085,57736
21090,78594
21093,56952
21102,57054
21104,86500
21108,69758
21111,88359
21113,71486
21114,72368
21117,59695
21120,90952
21122,69636
21128,48421
21131,77361
21132,87344
21133,48821
21136,49410
21140,105195
21144,70543
21146,71735
21152,61250
21154,51488
21155,73664
21157,37063
21158,49435
21160,21806
21161,61548
21162,67930
21163,63125
21201,40434
21202,54726
21204,56179
21205,23411
21206,39542
21207,41326
21208,54121
21209,56383
21210,64129
21211,63394
21212,52171
21213,32932
21214,47516
21215,29283
21216,28626
21217,27328
21218,41518
21219,34519
21220,51483
21221,36470
21222,38014
21223,23660
21224,75879
21225,27636
21226,37243
21227,36479
21228,54765
21229,35102
21230,75806
21231,66735
21234,50506
21236,55948
21237,55284
21239,41102
21244,53194
21286,47404
21401,85095
21402,102973
21403,72912
21409,79691
21502,32339
21520,34758
21521,36384
21523,15954
21529,37679
21530,33977
21531,26361
21532,29898
21536,30395
21538,43125
21541,51250
21545,41063
21550,34283
21555,16842
21557,20288
21561,41971
21562,28000
21601,46321
21607,103500
21610,45469
21613,26504
21617,54865
21619,67656
21620,35502
21622,20000
21623,52880
21625,87935
21628,59125
21629,38578
21631,34375
21632,47610
21634,33125
21635,59886
21636,52153
21638,56480
21639,43415
21640,42625
21643,24180
21649,86667
21650,21389
21651,50556
21652,110588
21653,91696
21654,50000
21655,54357
21658,46107
21660,45357
21661,56546
21663,53068
21664,37188
21665,132708
21666,43109
21668,37500
21671,39375
21672,51250
21673,43098
21678,31739
21701,63631
21702,55761
21703,62124
21704,68587
21710,74167
21713,41422
21716,44805
21718,45625
21719,51333
21722,39917
21727,38854
21734,25125
21737,133750
21738,94880
21740,30024
21742,45112
21750,36019
21754,69923
21755,62500
21757,44917
21758,57396
21766,53644
21767,39704
21769,69219
21770,118359
21771,62005
21773,94135
21774,64375
21776,64083
21777,53684
21779,70897
21780,44625
21782,47750
21783,47546
21784,58780
21787,42630
21788,41919
21791,57703
21793,44950
21795,37991
21797,91128
21798,55750
21801,29706
21804,39385
21811,44028
21817,31544
21821,21875
21822,26378
21824,53571
21826,43558
21837,52297
21838,26563
21841,21568
21842,40899
21849,41029
21850,51133
21851,27816
21853,13063
21861,31705
21863,31563
21864,54297
21869,37159
21871,51250
21874,39375
21875,46908
21901,62256
21904,54145
21911,34375
21914,34000
21915,42625
21918,46316
21921,48344
22003,76522
22015,87488
22025,81957
22026,60556
22030,80912
22031,91333
22032,65750
22033,85929
22039,152759
22041,72188
22042,92816
22043,93047
22044,69500
22046,90870
22060,59913
22066,134375
22079,88750
22101,88790
22102,93590
22124,79806
22125,101250
22134,39545
22150,70093
22151,79766
22152,83002
22153,105355
22172,51809
22180,94719
22181,120481
22182,88500
22191,71127
22192,85778
22193,69697
22201,113488
22202,107289
22203,99861
22204,85621
22205,81087
22206,102100
22207,111716
22209,95637
22213,102935
22301,97696
22302,91849
22303,80565
22304,83303
22305,88051
22306,57635
22307,84352
22308,102031
22309,58546
22310,104888
22311,75593
22312,92902
22314,107402
22315,103851
22401,53942
22405,53774
22406,66341
22407,58562
22408,72188
22427,41806
22443,45093
22448,87500
22454,50539
22460,42246
22469,38230
22473,30313
22480,45965
22482,38242
22485,61936
22488,14500
22503,55956
22508,73925
22511,38661
22514,34299
22520,31013
22534,39625
22539,29265
22542,54950
22546,42439
22551,50658
22553,68420
22554,76677
22556,51311
22560,22031
22572,36086
22576,66333
22578,44836
22580,48438
22601,39908
22602,55533
22603,39442
22611,39798
22620,51042
22623,71000
22624,50509
22625,47813
22630,42747
22637,44211
22639,49844
22640,52857
22642,62320
22644,15625
22645,27434
22650,33947
22652,55139
22655,58031
22656,56389
22657,33466
22660,38125
22663,35625
22664,41359
22701,45524
22712,61528
22714,33269
22715,106739
22720,117708
22722,40875
22724,40313
22726,38250
22727,32337
22728,48077
22734,65156
22735,29875
22737,71167
22738,33203
22740,79500
22742,70720
22801,36033
22802,36972
22812,43263
22815,34903
22821,34417
22824,38073
22827,31845
22831,43281
22832,40000
22834,70625
22835,32419
22840,48229
22841,34740
22842,34257
22843,36765
22844,19615
22846,77438
22847,44957
22849,27000
22850,35104
22851,24740
22853,26964
22901,51390
22902,52970
22903,43391
22911,54320
22920,41406
22922,42429
22923,72308
22931,67212
22932,40813
22936,53125
22937,36250
22938,60625
22939,35938
22942,38478
22947,75547
22952,26548
22958,53820
22959,50694
22960,38629
22963,46875
22968,56471
22969,49196
22971,37396
22973,30932
22974,43889
22980,34574
23002,27101
23005,43009
23009,42673
23015,42331
23022,36620
23023,90469
23024,36788
23025,15875
23027,14848
23030,33026
23032,42159
23035,100082
23038,67917
23040,52344
23043,61977
23047,39615
23059,58523
23060,59547
23061,51667
23062,39048
23065,19167
23069,45556
23071,58125
23072,38797
23075,31622
23076,170660
23079,32188
23083,40444
23084,32153
23086,40000
23089,33971
23091,48869
23092,30498
23093,37540
23102,64875
23103,59760
23106,30744
23110,60911
23111,47034
23112,59918
23113,50091
23114,57692
23116,62581
23117,54310
23120,45543
23123,15417
23138,68780
23139,50219
23140,47917
23141,37167
23146,86763
23148,26384
23149,48229
23150,46312
23156,23542
23168,55250
23175,23409
23176,60855
23180,26563
23181,33750
23185,46779
23188,52396
23192,35260
23219,52978
23220,35936
23221,63053
23222,34725
23223,39223
23224,38732
23225,40390
23226,66667
23227,39188
23228,47523
23229,46957
23230,55252
23231,39262
23233,58585
23234,34303
23235,57684
23236,56071
23237,38224
23238,51037
23294,44063
23301,30615
23306,33945
23307,38182
23310,33682
23314,49479
23315,61827
23320,52569
23321,64263
23322,51629
23323,44546
23324,33886
23325,52538
23336,38041
23337,28118
23350,18631
23356,47250
23357,60500
23401,35898
23405,75733
23409,17250
23410,23275
23415,25691
23417,31016
23418,51250
23420,25565
23421,20846
23427,30000
23430,37565
23433,53750
23434,35398
23435,60471
23436,57946
23437,41542
23451,63241
23452,50023
23453,51262
23454,57867
23455,53959
23456,59505
23457,39327
23462,51331
23464,52615
23480,34250
23487,29890
23488,51713
23502,40772
23503,42358
23504,27278
23505,41552
23507,46859
23508,35480
23509,46783
23510,66304
23513,32628
23517,46138
23518,46875
23523,23056
23601,42744
23602,53690
23603,50865
23605,32830
23606,45633
23607,22133
23608,41329
23651,75391
23661,51450
23662,55000
23663,40500
23664,46351
23665,68879
23666,40504
23669,35176
23690,26907
23692,44741
23693,66165
23696,46012
23701,41831
23702,32634
23703,42190
23704,29627
23707,29615
23803,35334
23805,43759
23821,27672
23824,36394
23827,21219
23828,9219
23829,47583
23830,40638
23831,48205
23832,57707
23833,22083
23834,41113
23836,55076
23837,40729
23838,56458
23839,16681
23841,53438
23842,43803
23843,39625
23844,27991
23846,33952
23847,26695
23850,48075
23851,24750
23856,38333
23860,28614
23866,44250
23867,29808
23868,27743
23872,43707
23874,42813
23875,51678
23876,33611
23882,32273
23883,33333
23885,38438
23888,30833
23889,36464
23890,44792
23897,43636
23898,38415
23899,21583
23901,33189
23917,26250
23919,46679
23920,25117
23921,19926
23922,39250
23924,20757
23927,29831
23930,21786
23934,45486
23936,24353
23937,28620
23938,11688
23942,24167
23944,45909
23947,23899
23950,25833
23954,25625
23958,28021
23959,18871
23962,48011
23964,35278
23966,51786
23967,34688
23970,21278
23976,18281
24011,53631
24012,28220
24013,24395
24014,34712
24015,45709
24016,29760
24017,25840
24018,48896
24019,47386
24054,28806
24055,19695
24058,42837
24059,39412
24060,28634
24064,48750
24065,33611
24066,30739
24067,34063
24069,28750
24070,24047
24072,41063
24073,39028
24076,26726
24077,17066
24078,28441
24079,29410
24082,20887
24083,65833
24084,29096
24085,23676
24087,37771
24088,24722
24089,40085
24090,45375
24091,21835
24092,32017
24093,96042
24095,55085
24101,34792
24102,55050
24104,52130
24105,30583
24112,27335
24120,20909
24121,35775
24122,35714
24124,33839
24127,22083
24128,45556
24133,19063
24134,52614
24136,37443
24137,23393
24141,24148
24147,26250
24148,21450
24149,31524
24151,32404
24153,39830
24162,33266
24165,31419
24171,25261
24174,16354
24175,45617
24179,34048
24184,51583
24201,25706
24202,28241
24210,25270
24211,39252
24216,19896
24219,39122
24224,25943
24225,14046
24226,30735
24228,16378
24230,15052
24236,25880
24237,19742
24243,18571
24244,25662
24245,33182
24248,15568
24250,25962
24251,19988
24256,21602
24258,21711
24260,20691
24263,21022
24265,8508
24266,25184
24271,16028
24272,13750
24273,24500
24277,13245
24279,22978
24281,27396
24282,12083
24283,15217
24290,26196
24292,28750
24293,25625
24301,28306
24311,22989
24312,24491
24313,33450
24314,19840
24315,48904
24317,10893
24319,28198
24324,48512
24326,19702
24328,31844
24330,17679
24333,28520
24340,23576
24343,25304
24347,48269
24348,21063
24351,18207
24352,21939
24354,21885
24360,35417
24361,23821
24363,23750
24366,30875
24368,35685
24370,17123
24374,38359
24375,21379
24378,18636
24380,21000
24382,33116
24401,31172
24413,42656
24416,25779
24421,85194
24422,22882
24426,31258
24430,18915
24431,33977
24435,29551
24437,73567
24439,23516
24440,38058
24441,38676
24445,47500
24448,22250
24450,37763
24458,28125
24465,38083
24471,38977
24472,32014
24477,27969
24479,46728
24482,38226
24483,37757
24485,29583
24486,40511
24501,28870
24502,40114
24503,51375
24504,25907
24517,26353
24520,11206
24521,28819
24522,31546
24523,33629
24526,50909
24527,39050
24528,26250
24529,21473
24531,24631
24534,20234
24538,30816
24539,47542
24540,26764
24541,26468
24549,36844
24550,32661
24551,47344
24554,27500
24555,22337
24556,36150
24557,21171
24558,19118
24563,31071
24565,21875
24566,26801
24571,18849
24572,29766
24574,33953
24577,20381
24578,58182
24579,26279
24586,16896
24588,36309
24589,25757
24590,34919
24592,28474
24593,21703
24594,38438
24597,31528
24598,29837
24603,25601
24605,37212
24607,39167
24609,27844
24613,28839
24614,19107
24620,16150
24622,15375
24630,23786
24634,21932
24635,16250
24637,28205
24639,21492
24641,14031
24649,19766
24651,19901
24657,13333
24701,22577
24736,37786
24737,21250
24739,26612
24740,27579
24747,26409
24801,18518
24808,20375
24817,18904
24818,21810
24822,16250
24828,20583
24836,34375
24853,12143
24857,16083
24862,2991
24866,18300
24868,13125
24870,39008
24872,30873
24881,35673
24892,23170
24901,27139
24910,26684
24915,40595
24920,15909
24924,30294
24925,23151
24931,17446
24934,32039
24935,30848
24938,57344
24941,14875
24954,22788
24963,41875
24970,17462
24976,36425
24983,26042
24986,21620
24991,49076
25003,19053
25005,28654
25011,22857
25015,24712
25019,25750
25021,16538
25028,37969
25031,27188
25033,30870
25039,36250
25043,17639
25045,18412
25053,22292
25061,83008
25063,21250
25064,29651
25067,12188
25070,36111
25071,26821
25075,21113
25081,35915
25082,41250
25083,18942
25086,35500
25106,16923
25107,20464
25108,25417
25111,13594
25113,21444
25114,11932
25123,31667
25126,8901
25130,39297
25133,21108
25136,18125
25143,29034
25152,51216
25159,35240
25162,37857
25164,23457
25165,42708
25168,35179
25177,31071
25181,25893
25186,25982
25187,15902
25193,17232
25202,24853
25208,15556
25209,25508
25213,31635
25234,26250
25239,20776
25241,31553
25245,23981
25247,43438
25251,39444
25252,39185
25253,24688
25260,24444
25265,26118
25266,45286
25268,9213
25270,23899
25271,28125
25275,23173
25276,22530
25285,16750
25286,41944
25301,15975
25302,26506
25303,40833
25304,41941
25306,33008
25309,36797
25311,35669
25312,30318
25313,39881
25314,49474
25315,24432
25320,16441
25387,25410
25401,28578
25403,50788
25404,41707
25405,53048
25411,37701
25413,44735
25414,43577
25419,55236
25420,44954
25422,31591
25425,49954
25427,41766
25428,68405
25430,33625
25434,46343
25438,51985
25442,66905
25443,56012
25503,38801
25504,32280
25506,15033
25507,18875
25508,16761
25510,28984
25511,17292
25512,24773
25514,15517
25515,18105
25521,19007
25523,26701
25526,39025
25529,17829
25530,24949
25535,30481
25537,24349
25541,25664
25545,34974
25550,25903
25555,37679
25557,9620
25560,44630
25565,29797
25567,15694
25570,14278
25571,15609
25601,26627
25608,52917
25611,23792
25617,18438
25621,24595
25628,33413
25634,28503
25635,53125
25647,29048
25651,12431
25652,36089
25661,12397
25670,19063
25671,12045
25674,18190
25676,24432
25678,16106
25688,18125
25690,27273
25696,14243
25701,21073
25702,14553
25703,16995
25704,29531
25705,28160
25801,25216
25812,23750
25813,25774
25827,21277
25831,15250
25832,37762
25837,35573
25840,29392
25844,85538
25845,16343
25854,28021
25865,32737
25871,30078
25873,19041
25880,17472
25882,21042
25901,28513
25904,15357
25918,24886
25921,16958
25928,17571
25938,16339
25951,21674
25958,39083
25962,20841
25976,28839
25979,25089
25981,21625
25984,25000
25985,22596
26003,28303
26030,17708
26031,22208
26032,32813
26033,23194
26034,29239
26035,33371
26037,40480
26038,50733
26039,21725
26040,26250
26041,21745
26047,31554
26050,15764
26059,31849
26060,31705
26062,31387
26070,24959
26074,35441
26075,36131
26101,24866
26104,26787
26105,22969
26133,48750
26134,27375
26136,19643
26143,21250
26146,16250
26147,20417
26149,32138
26150,33372
26151,15083
26155,34813
26159,38191
26164,13941
26167,24896
26169,42589
26170,30037
26175,32206
26178,34286
26180,44762
26181,39357
26184,33599
26187,27778
26201,26135
26202,15179
26205,23565
26206,21587
26208,23015
26222,46250
26224,36250
26234,21483
26238,32934
26241,21297
26250,24565
26253,53692
26257,24167
26260,27857
26261,25477
26264,35474
26269,29583
26270,27292
26271,20446
26273,18917
26275,35000
26280,27775
26283,26500
26285,29018
26287,28036
26288,17344
26292,30938
26293,30625
26294,15694
26301,28258
26320,47750
26321,27857
26325,12031
26330,46282
26337,26458
26342,41111
26343,11731
26346,33125
26347,28250
26348,21788
26351,25995
26354,25426
26362,24955
26372,55598
26374,61250
26376,21833
26377,27750
26378,36750
26385,40518
26386,50096
26405,39038
26408,33458
26410,85417
26411,39886
26415,28000
26416,23288
26425,31522
26426,28563
26430,20250
26431,32412
26444,26447
26448,20439
26451,28929
26452,20795
26456,28026
26501,35713
26505,24839
26508,38498
26519,22105
26521,43125
26525,42415
26534,23750
26537,25789
26541,62176
26542,35952
26547,38182
26554,34680
26559,26683
26562,43125
26570,27273
26571,28214
26574,24688
26576,20785
26581,52875
26582,18611
26588,44833
26591,43600
26601,33056
26610,35469
26621,36719
26623,17563
26624,28792
26631,8681
26651,19355
26656,23693
26671,26762
26678,17727
26679,13827
26681,24449
26691,23056
26704,46458
26707,21250
26710,63750
26711,26007
26717,24821
26719,18317
26722,19583
26726,32602
26731,19925
26739,36957
26743,36667
26750,30417
26753,31146
26755,16097
26757,22648
26761,19699
26764,17636
26802,28125
26804,21705
26807,35250
26810,28152
26812,41622
26814,23750
26815,23750
26818,48750
26833,28654
26836,29960
26845,42925
26847,25000
26851,51630
26855,30481
26866,20972
26886,63021
27006,50462
27007,16906
27011,33298
27012,40154
27013,37633
27014,31979
27016,32647
27017,21794
27018,27386
27019,31111
27020,27207
27021,34783
27022,13750
27023,39766
27025,31862
27027,17000
27028,36003
27030,21143
27040,41779
27041,29052
27043,26641
27045,29602
27046,21375
27047,47386
27048,39491
27051,30781
27052,32500
27055,30250
27101,34379
27103,38610
27104,39375
27105,19900
27106,34549
27107,26076
27127,40962
27201,40000
27203,27848
27205,30215
27207,34674
27208,19688
27209,15781
27214,27734
27215,39549
27217,30805
27229,34107
27231,35125
27233,23017
27235,52800
27239,24733
27242,12375
27243,40610
27244,26659
27248,32750
27249,33906
27252,17031
27253,33133
27258,30910
27260,19530
27262,31350
27263,36637
27265,36476
27278,49455
27281,21488
27282,62778
27283,33618
27284,39427
27288,26305
