NAME,S1901_C04_012E
54514,36250
54515,27813
54517,36111
54519,28036
54520,34643
54521,43103
54524,26282
54525,31250
54526,23750
54527,31190
54529,35804
54530,26500
54531,30417
54534,24922
54536,46250
54537,25000
54538,24824
54539,41250
54540,41667
54541,39861
54542,23438
54545,42566
54546,26953
54547,29875
54548,47292
54550,33846
54552,29250
54554,32045
54555,37545
54556,25536
54557,56250
54558,41190
54559,47679
54560,27396
54562,38235
54563,32917
54564,26875
54565,23750
54566,30486
54568,30357
54601,35204
54603,36045
54610,40536
54611,39107
54612,47321
54613,24345
54614,40781
54615,30366
54616,42083
54618,43971
54619,49000
54621,54688
54622,43676
54623,37344
54624,35357
54625,26161
54626,25000
54627,33616
54628,26875
54629,35714
54630,44767
54631,26786
54632,40357
54634,31620
54635,29219
54636,43806
54637,20625
54638,43920
54639,25000
54642,36607
54644,42054
54645,14375
54646,30278
54648,41500
54650,46337
54651,33906
54652,21607
54654,21583
54655,33929
54656,38381
54657,26250
54658,42411
54659,38906
54660,42690
54661,41587
54664,33125
54665,27804
54666,44716
54667,40208
54669,39205
54670,36667
54701,43404
54703,40153
54720,40668
54721,30313
54722,35208
54723,41250
54724,29602
54725,39167
54726,38594
54727,35052
54728,36985
54729,43255
54730,44978
54731,36389
54732,30750
54733,36250
54734,39375
54736,41719
54737,34688
54738,45625
54739,45714
54740,46500
54741,32639
54742,31406
54745,33077
54746,26250
54747,34688
54748,40524
54749,27404
54750,70750
54751,34128
54754,37604
54755,30125
54756,34375
54757,34583
54758,37589
54759,35104
54761,40000
54762,32500
54763,28571
54766,32500
54767,48056
54768,28802
54769,51389
54770,41944
54771,28958
54772,26250
54773,27955
54801,29393
54805,23750
54806,26852
54810,36010
54812,34096
54813,31719
54814,50724
54817,33125
54819,32083
54820,39688
54821,28482
54822,49286
54824,32250
54826,33375
54827,44844
54828,34583
54829,28170
54830,39583
54832,52500
54835,26538
54836,39722
54837,33771
54838,45795
54839,41250
54840,27583
54841,26667
54842,65000
54843,34123
54844,23750
54845,66250
54846,19583
54847,42083
54848,32147
54849,37337
54850,43750
54853,35658
54854,25938
54855,35625
54856,36250
54858,23266
54859,26855
54862,33125
54864,24091
54865,27083
54867,25625
54868,27578
54870,41635
54871,27900
54872,32955
54873,27446
54874,51270
54875,34531
54876,27829
54880,32496
54888,37788
54889,33750
54891,31310
54893,30964
54895,26094
54896,24375
54901,37393
54902,38598
54904,38911
54909,41750
54911,37804
54913,56181
54914,46837
54915,43618
54921,33646
54922,43333
54923,40430
54926,14135
54927,70804
54928,34500
54929,33047
54930,33929
54931,25769
54932,49097
54933,26838
54935,36747
54937,41477
54940,44107
54941,33472
54942,57070
54943,36125
54944,40871
54945,39792
54947,72778
54948,37917
54949,44750
54950,34659
54952,39185
54956,44385
54960,29185
54961,42386
54962,49000
54963,34280
54964,34688
54965,35221
54966,31050
54967,24219
54968,32760
54970,26707
54971,38542
54974,40357
54977,33750
54979,63786
54980,26363
54981,39088
54982,29656
54983,46667
54984,33594
54986,44241
55001,95444
55003,48750
55005,54873
55006,35000
55007,29844
55008,39164
55009,40988
55011,69792
55012,61250
55013,33549
55014,53031
55016,56046
55017,50893
55018,37969
55019,58036
55020,61750
55021,39387
55024,47269
55025,51381
55026,36875
55027,40469
55030,34250
55031,64464
55032,55000
55033,41542
55036,30833
55037,29201
55038,60948
55040,56780
55041,41285
55042,56375
55043,65625
55044,54772
55045,51386
55046,45868
55047,57500
55049,54338
55051,40109
55052,38409
55053,53173
55055,45652
55056,34836
55057,42785
55060,35023
55063,34826
55065,76500
55066,34816
55068,54063
55069,38828
55070,72689
55071,67976
55072,32714
55073,43810
55074,63583
55075,44162
55076,49519
55077,58750
55079,50924
55080,58333
55082,54009
55084,39500
55085,46250
55087,69167
55088,73438
55089,50938
55090,41500
55092,51826
55101,59286
55102,49678
55103,28481
55104,48303
55105,55348
55106,39710
55107,47216
55108,51319
55109,41292
55110,51907
55112,48401
55113,49557
55114,56081
55115,55934
55116,45388
55117,45761
55118,42893
55119,49213
55120,53875
55121,51149
55122,51417
55123,62786
55124,55000
55125,66719
55126,54297
55127,50917
55128,47776
55129,74316
55130,30337
55301,54784
55302,40515
55303,56691
55304,56250
55305,70632
55306,59769
55307,30536
55308,30873
55309,53264
55310,50313
55311,63818
55312,40000
55313,42548
55314,37813
55315,67917
55316,54382
55317,67431
55318,52683
55319,49044
55320,50104
55321,39609
55322,51146
55324,35625
55325,39531
55327,61435
55328,40423
55329,52361
55330,48243
55331,78060
55332,24375
55333,37143
55334,32917
55335,32979
55336,39926
55337,48732
55338,41250
55339,36667
55340,64911
55341,63750
55342,41000
55343,56102
55344,71212
55345,46326
55346,71176
55347,65056
55349,48000
55350,42889
55352,65000
55353,51667
55354,40521
55355,28833
55356,32644
55357,50592
55358,48276
55359,52031
55360,57500
55362,50919
55363,43854
55364,43684
55366,27188
55367,55938
55368,32877
55369,67346
55370,39750
55371,36619
55372,67406
55373,54288
55374,47202
55375,53229
55376,72083
55378,67031
55379,58125
55381,57719
55382,51125
55384,40000
55385,41339
55386,53750
55387,40429
55388,68929
55389,36125
55390,57200
55391,57958
55395,25651
55396,41513
55397,42738
55398,62337
55401,94293
55402,61765
55403,47254
55404,34013
55405,53034
55406,57815
55407,50697
55408,61391
55409,65896
55410,75738
55411,31477
55412,43850
55413,63439
55414,38763
55415,81458
55416,71991
55417,63337
55418,54114
55419,79167
55420,40746
55421,41702
55422,49425
55423,49985
55424,80139
55425,51462
55426,62721
55427,46403
55428,39085
55429,42205
55430,55847
55431,56446
55432,46174
55433,45929
55434,48906
55435,50000
55436,48601
55437,53764
55438,57626
55439,60641
55441,57303
55442,65511
55443,50331
55444,58386
55445,62500
55446,60568
55447,62397
55448,56040
55449,67864
55454,16357
55602,35398
55603,28897
55604,53051
55605,33393
55606,53009
55612,41875
55613,39464
55614,33906
55615,39583
55616,49280
55702,43750
55703,41944
55704,26161
55705,27724
55706,31406
55707,41250
55708,43472
55709,40227
55710,61250
55711,26250
55712,29292
55713,24954
55716,26875
55717,43636
55718,39444
55719,36199
55720,39702
55721,33421
55722,28889
55723,42159
55724,37083
55725,81250
55726,34375
55731,33438
55732,31522
55733,65855
55734,37602
55735,31875
55736,37273
55738,51579
55741,38578
55742,21250
55744,30611
55746,30538
55748,30875
55749,72703
55750,36346
55751,37250
55752,38750
55753,25938
55756,35938
55757,32143
55758,35625
55760,29300
55764,26538
55765,26563
55767,38269
55768,27353
55769,42448
55771,32614
55772,18333
55775,47989
55779,46250
55780,30714
55781,44167
55782,38095
55783,44444
55784,27000
55785,22917
55786,43125
55787,39375
55790,40250
55792,29397
55793,36250
55795,36429
55796,38750
55797,46667
55798,50357
55802,17051
55803,46750
55804,58611
55805,27016
55806,31018
55807,35704
55808,40551
55810,37188
55811,41587
55812,36740
55901,51453
55902,59162
55904,50132
55906,41875
55909,32708
55910,43295
55912,33485
55917,40433
55918,34792
55919,36250
55920,44167
55921,37174
55922,31719
55923,41731
55924,55625
55925,39583
55926,54167
55927,49375
55929,36250
55931,42917
55932,39821
55933,45938
55934,34091
55935,52708
55936,40000
55939,36458
55940,31667
55943,33125
55944,46118
55945,34375
55946,40703
55947,48359
55949,38417
55950,12361
55951,28958
55952,27132
55953,41875
55954,38125
55955,59167
55956,51563
55957,40000
55959,47539
55960,50972
55961,42083
55962,32188
55963,41080
55964,29572
55965,30417
55967,51250
55968,50938
55969,49722
55970,36719
55971,36875
55972,56188
55973,54063
55974,26346
55975,31250
55976,39853
55981,36964
55982,42500
55983,44408
55985,43594
55987,35445
55990,28438
55991,53750
55992,41339
56001,37340
56003,39278
56007,31517
56009,35000
56010,32566
56011,47093
56013,31186
56014,23250
56016,40000
56017,57984
56019,25625
56020,47917
56021,40000
56022,53438
56023,53750
56024,58068
56025,48750
56026,33125
56027,42670
56028,43000
56029,26250
56031,33776
56032,38438
56033,39375
56034,57500
56035,29250
56036,32656
56037,45517
56039,48000
56041,33438
56042,46827
56043,31250
56044,44063
56045,42292
56046,41250
56048,44306
56050,48125
56051,26111
56052,70000
56054,41458
56055,42143
56056,32813
56057,41429
56058,41016
56060,33523
56062,41354
56063,51488
56065,43281
56068,32000
56069,36875
56071,43846
56072,34141
56073,39122
56074,52845
56075,36339
56078,48594
56081,24773
56082,39933
56083,31563
56085,32955
56087,32422
56088,34145
56089,34306
56090,34583
56091,21875
56093,38856
56096,48068
56097,33125
56098,36250
56101,37822
56110,35000
56111,105313
56113,63333
56114,34500
56115,26771
56116,51875
56117,21250
56118,73359
56119,39063
56120,57500
56121,36571
56122,56250
56123,35833
56125,31875
56127,26362
56128,31429
56129,32500
56131,35119
56132,35357
56134,22083
56136,32167
56137,38333
56138,44632
56139,47500
56140,56094
56141,45208
56142,26574
56143,45882
56144,23977
56145,22500
56147,55341
56149,29583
56150,34250
56151,30375
56152,36667
56153,31964
56155,49375
56156,26458
56157,48875
56158,32031
56159,36212
56160,22813
56161,83750
56162,18333
56164,38594
56165,52000
56166,47917
56167,31563
56168,30000
56169,45625
56170,30000
56171,37083
56172,37850
56173,46818
56174,39375
56175,30000
56176,44000
56178,40357
56180,41250
56181,36250
56183,29375
56185,43125
56186,42500
56187,29345
56201,31656
56207,59500
56208,27019
56209,41042
56211,43125
56212,26250
56214,31250
56215,24375
56216,53802
56218,38333
56219,38523
56220,25764
56221,38438
56222,32656
56223,33571
56224,47500
56225,40208
56226,50500
56228,40104
56229,51250
56230,32500
56231,55250
56232,33403
56235,42625
56236,24286
56237,40625
56239,25000
56240,22212
56241,36338
56243,33438
56244,53250
56245,37125
56248,32250
56249,33750
56251,48281
56252,31667
56253,40469
56256,29464
56257,24038
56258,31651
56260,31985
56262,45000
56263,41250
56264,38750
56265,36592
56266,24091
56267,30595
56270,33125
56271,43906
56273,39688
56274,85893
56276,24792
56277,31577
56278,29250
56279,42250
56280,36458
56281,36667
56282,42656
56283,33750
56284,58583
56285,48750
56287,34583
56288,43071
56289,40278
56291,36875
56292,32250
56293,24125
56294,78056
56295,27708
56296,27639
56297,40500
56301,38931
56303,36689
56304,39438
56307,30469
56308,38286
56309,42188
56310,62976
56311,23393
56312,40707
56313,43125
56314,48036
56315,39583
56316,47500
56318,34766
56319,43583
56320,54427
56323,40156
56324,50982
56325,29583
56326,30313
56327,44167
56328,30625
56329,35096
56330,52794
56331,52500
56332,48854
56334,28229
56335,63125
56336,53043
56338,37639
56339,25625
56340,28462
56342,28967
56343,34583
56345,26771
56347,38578
56349,38750
56350,19750
56352,27607
56353,38219
56354,46250
56355,46042
56356,25417
56357,55469
56358,38594
56359,28125
56360,28125
56361,36136
56362,34250
56363,41250
56364,37596
56367,53088
56368,43036
56369,43523
56373,37723
56374,47016
56375,49612
56377,43004
56378,33795
56379,44245
56381,38750
56382,45000
56384,63750
56385,36146
56386,26773
56387,32782
56401,32456
56425,42607
56431,30758
56433,29390
56434,42500
56435,35625
56437,24750
56438,31591
56440,33542
56441,26114
56442,57857
56443,43438
56444,31013
56446,25179
56447,31618
56448,21528
56449,33571
56450,44917
56452,32778
56453,23438
56455,39688
56458,49500
56461,35833
56464,33500
56465,34643
56466,30163
56467,40966
56468,53125
56469,32708
56470,30975
56472,36891
56473,40625
56474,31875
56475,31250
56477,32750
56479,28333
56481,27011
56482,23820
56484,30667
56501,38004
56510,23792
56511,39211
56514,39076
56515,40536
56516,25625
56518,44375
56519,43250
56520,33590
56521,32083
56522,46250
56523,36875
56524,37857
56525,79375
56527,26875
56528,33750
56529,27286
56531,32917
56533,59688
56534,30208
56535,17880
56537,27924
56540,30795
56541,51250
56542,29643
56543,38750
56544,33828
56545,45938
56546,36094
56547,38214
56548,39500
56549,42042
56550,27292
56551,36641
56552,40441
56553,55951
56554,43542
56556,23472
56557,29769
56560,34673
56566,23750
56567,31758
56568,18500
56569,28359
56570,35764
56571,29886
56572,40673
56573,36207
56574,51250
56575,20139
56576,36563
56578,43750
56579,35000
56580,40250
56581,34063
56583,32188
56584,27273
56585,27333
56586,43365
56587,41875
56588,26667
56589,23750
56590,52500
56591,13613
56592,35250
56594,40104
56601,34183
56621,26528
56623,36905
56626,8750
56627,17500
56628,22241
56629,63906
56630,29250
56633,28250
56634,23929
56636,36786
56639,20764
56644,27083
56646,23750
56647,36979
56649,43007
56650,20000
56651,52708
56652,37143
56653,42750
56655,35833
56659,33750
56660,31250
56661,35417
56662,42000
56667,48250
56669,39792
56672,30500
56673,37917
56676,39712
56678,37500
56680,26250
56681,40625
56683,34750
56684,23750
56688,13977
56701,43935
56710,43333
56714,31563
56715,15000
56716,33804
56721,29778
56722,33750
56723,65625
56724,41875
56725,44643
56726,34848
56727,45417
56728,37778
56731,14231
56732,34375
56733,37000
56734,41389
56735,40000
56736,41563
56737,38750
56738,44779
56742,21750
56744,60938
56748,43125
56750,30179
56751,40301
56754,40000
56755,46250
56756,48750
56757,44219
56758,25865
56759,58250
56760,42222
56761,22292
56762,33292
56763,45824
57001,37679
57002,51063
57003,44875
57004,51204
57005,48264
57006,43412
57010,43365
57012,55000
57013,46447
57014,18750
57015,31000
57016,35000
57017,40000
57018,38281
57020,79063
57021,38750
57022,42443
57024,28750
57025,32563
57026,43287
57028,35000
57029,30972
57030,50300
57031,53175
57032,47254
57033,46875
57034,35313
57035,53125
57036,29375
57037,43750
57038,40083
57039,38958
57040,50833
57042,31875
57043,35625
57045,25250
57046,49750
57047,33625
57048,78125
57049,63156
57051,26000
57052,53393
57053,56667
57054,49792
57055,56087
57058,40625
57059,24375
57061,36597
57062,30313
57063,33542
57064,74318
57065,38482
57066,34861
57067,37083
57068,73977
57069,32813
57070,30859
57071,48125
57072,50417
57073,42250
57075,57500
57076,37250
57077,37500
57078,37771
57103,43011
57104,35674
57105,42720
57106,41381
57107,48559
57108,52183
57110,42461
57201,38398
57212,21768
57213,14625
57214,53750
57216,45750
57217,28571
57218,39226
57219,43750
57220,28843
57221,35714
57223,41328
57224,13125
57225,33000
57226,40341
57227,23906
57231,42188
57232,43333
57234,43250
57235,35000
57237,33750
57238,30714
57239,53214
57241,30000
57243,23944
57246,48750
57247,59107
57248,60577
57249,43750
57252,22604
57255,37083
57256,53750
57257,47639
57259,47366
57260,45833
57261,28125
57262,32944
57263,43125
57264,47938
57266,32917
57268,38125
57269,46875
57270,30486
57271,40000
57272,63125
57273,29667
57274,38071
57276,52542
57278,34375
57279,37500
57301,31702
57311,41471
57312,44750
57313,27917
57314,27260
57315,24327
57317,28125
57319,29000
57321,33750
57322,19688
57323,29063
57324,34688
57325,37645
57328,24250
57329,46250
57332,39583
57334,34773
57335,35625
57337,30139
57339,9861
57340,45833
57341,42396
57342,50938
57345,30000
57348,57813
57349,26250
57350,34343
57353,47656
57355,34125
57356,32188
57358,21250
57359,45125
57362,28906
57363,22108
57365,71667
57366,44097
57367,30625
57368,42031
57369,46375
57370,36875
57371,63021
57373,26389
57374,48750
57375,32604
57376,24688
57380,21333
57381,30000
57382,26583
57383,37500
57384,32750
57385,30500
57386,66000
57401,36938
57420,34000
57424,39107
57428,45938
57429,30250
57430,38345
57432,84100
57433,31563
57435,25750
57436,42917
57437,19609
57438,26172
57440,34583
57441,45375
57442,39130
57445,41324
57450,33281
57451,38056
57452,20625
57454,39375
57455,68750
57456,40250
57457,59167
57460,43333
57461,63333
57465,37500
57467,38214
57468,56750
57469,44911
57472,23125
57473,28750
57474,43750
57476,43750
57479,68250
57481,41250
57501,38790
57522,46875
57523,26250
57528,48047
57531,48333
57532,32813
57533,29875
57536,55833
57538,23750
57543,16806
57544,54615
57548,15250
57551,38529
57552,35921
57555,17188
57559,35179
57560,28711
57564,40250
57567,14792
57568,52679
57569,50909
57570,38977
57576,20809
57579,22813
57580,32805
57584,17500
57585,33000
57601,36796
57620,60625
57621,26250
57623,36563
57625,31813
57626,18036
57631,40417
57632,27426
57633,52500
57638,20774
57639,7813
57641,35625
57642,29167
57644,66000
57648,33333
57649,24583
57652,26250
57656,27222
57658,12188
57701,33610
57702,40770
57703,45043
57706,40667
57717,25387
57718,35037
57719,37475
57720,58500
57722,19097
57724,53600
57725,28598
57730,42778
57732,26100
57735,30846
57738,33615
57744,43594
57745,42850
57747,33553
57754,34453
57763,61250
57766,109375
57769,45966
57772,13590
57773,42083
57783,32692
57785,30105
57788,21023
57790,27386
57793,26518
58001,40000
58005,136250
58006,56875
58008,51667
58011,48167
58012,47003
58017,39063
58018,45833
58021,34000
58027,30500
58030,25313
58031,47083
58032,48750
58033,33750
58035,107829
58036,58750
58038,46750
58040,50250
58041,39297
58042,62917
58045,40750
58046,36250
58047,34545
58048,49375
58051,48000
58052,49688
58053,42552
58054,40100
58056,23935
58057,60156
58058,42083
58059,58125
58060,50781
58061,31563
58063,39583
58064,24024
58067,30000
58068,21484
58069,25833
58071,38214
58072,37259
58075,29342
58077,80536
58078,45345
58081,36250
58102,33324
58103,36947
58104,52536
58201,40026
58202,25417
58203,37270
58204,51458
58210,36250
58212,27969
58214,58875
58216,51250
58218,14107
58220,47500
58222,14565
58223,45556
58227,31563
58228,41750
58229,24167
58230,49766
58231,51250
58233,49792
58235,40750
58237,38186
58240,49896
58243,56000
58244,34375
58249,37000
58251,52917
58254,31875
58256,61250
58257,24531
58258,26627
58259,21530
58260,58929
58261,32500
58262,15833
58265,43750
58266,41875
58267,28229
58270,40132
58271,38125
58273,49821
58274,24028
58275,46875
58276,60000
58277,22917
58278,45972
58282,28049
58301,28578
58313,26000
58316,18542
58318,36375
58324,29583
58327,35703
58329,30417
58330,60152
58331,56111
58338,29375
58341,28042
58344,36250
58345,24583
58346,41071
58348,27500
58351,40000
58352,38750
58356,29554
58357,28333
58361,25417
58365,28125
58366,30238
58367,45547
58368,29583
58369,16250
58374,59375
58377,38750
58380,24000
58382,80227
58401,32467
58413,29375
58415,14531
58416,21591
58418,23750
58420,28750
58421,34388
58423,40250
58424,39583
58425,38333
58426,27222
58429,33500
58431,69167
58433,26545
58436,32011
58438,58056
58440,24688
58441,62500
58442,24167
58443,33438
58444,46250
58448,36875
58455,55625
58458,41667
58460,50893
58461,28125
58463,29688
58466,44028
58467,25313
58472,35000
58474,41250
58475,13618
58476,6515
58477,26875
58478,21316
58481,46964
58482,26144
58483,37500
58486,75938
58487,20625
58490,39750
58492,50833
58494,40500
58495,43750
58497,38816
58501,38912
58503,49691
58504,42485
58520,49000
58521,41932
58523,29286
58524,38250
58529,24688
58530,50972
58531,58542
58532,53125
58533,29844
58535,22917
58538,36442
58540,36146
58542,17813
58544,46000
58545,55991
58549,17083
58552,21250
58554,37636
58558,36875
58559,41607
58561,37857
58562,29375
58563,30625
58564,51875
58565,36797
58568,31250
58571,31071
58572,52500
58573,30500
58576,62857
58577,50083
58579,50625
58601,42290
58620,68036
58621,48500
58622,41250
58623,40038
58625,33182
58630,53906
58631,25976
58636,54375
58638,28021
58639,27426
58640,70553
58646,21917
58647,27188
58650,47083
58651,93622
58653,78125
58655,56875
58656,73472
58701,40565
58703,46637
58704,41620
58712,25313
58718,26250
58721,32063
58722,43519
58723,14750
58725,62891
58730,39620
58733,53313
58734,43125
58735,76042
58736,23162
58740,80000
58746,47688
58748,16477
58750,52500
58752,48984
58758,55375
58759,57083
58760,55000
58761,40625
58762,46250
58763,53750
58765,46250
58770,41477
58771,77159
58772,98304
58773,45625
58776,99750
58779,56528
58781,48750
58782,54688
58783,53333
58784,70611
58785,21402
58787,41875
58788,40833
58789,52813
58790,43382
58792,17727
58793,58250
58795,78750
58801,51448
58838,42344
58849,50893
58852,54667
58854,68889
58856,53542
59001,50625
59002,13750
59003,16480
59006,18382
59008,32222
59010,44444
59011,30341
59012,46875
59014,27218
59015,28500
59016,14840
59018,48000
59019,37175
59020,35313
59022,17639
59024,34844
59025,24205
59026,42969
59028,38875
59029,54167
59030,43911
59032,18750
59033,46250
59034,30893
59035,37171
59036,32083
59038,46250
59041,36964
59043,18194
59044,44574
59046,33295
59047,34515
59050,39000
59053,53103
59054,21250
59057,53375
59061,56607
59063,31071
59066,33250
59067,70417
59068,33230
59069,28750
59070,92917
59072,30878
59074,25179
59075,25000
59078,11250
59079,29431
59086,63313
59087,32083
59089,33750
59101,33166
59102,41785
59105,44932
59106,60588
59201,33351
59212,42024
59215,41458
59218,53125
59219,24583
59221,28259
59222,33558
59225,22500
59226,53750
59230,31786
59231,31932
59240,21875
59241,26458
59243,46250
59247,32500
59248,32679
59250,110536
59254,33500
59255,32688
59256,29861
59258,26875
59259,47813
59260,33594
59261,29375
59263,38365
59270,30853
59274,29205
59301,36855
59313,35750
59317,31818
59323,63603
59324,19643
59327,32550
59330,36107
59332,26292
59336,31250
59337,26806
59339,50000
59344,41250
59347,83333
59349,26641
59351,32875
59353,35402
59401,30319
59404,40471
59405,32778
59410,30500
59411,37917
59412,30500
59416,131477
59417,13798
59420,29583
59421,57873
59422,34375
59425,36577
59427,33269
59430,28750
59433,35769
59434,25139
59436,25852
59440,46071
59441,43750
59442,32500
59443,41875
59444,38750
59446,15833
59447,17813
59450,33750
59452,29821
59454,23750
59457,29562
59460,43609
59462,28333
59464,19583
59466,42708
59468,38846
59471,29063
59472,19545
59474,29167
59482,53438
59483,51667
59484,70804
59486,25000
59487,30567
59489,55921
59501,35915
59520,40100
59521,31750
59522,42583
59523,26830
59524,16429
59526,50962
59528,31250
59540,41667
59542,41875
59546,26797
59601,43362
59602,39946
59631,26364
59632,35000
59633,11164
59634,53333
59635,35704
59638,41285
59639,28839
59640,33375
59643,16026
59644,51842
59645,37344
59647,50918
59648,29444
59701,30723
59710,32417
59711,33075
59714,50677
59715,43483
59716,54821
59718,57858
59720,43676
59721,46250
59722,26866
59725,24914
59729,36776
59730,41023
59731,53750
59732,23750
59735,18750
59739,53750
59740,20978
59741,40598
59743,28631
59746,38750
59748,55417
59749,38958
59752,56250
59754,53571
59758,35341
59759,25119
59760,39821
59761,50060
59762,41406
59801,35182
59802,35742
59803,48831
59804,38506
59808,35306
59820,30500
59821,35089
59823,32188
59824,32250
59825,50750
59827,65195
59828,27375
59829,21923
59831,21125
59832,19609
59833,33684
59837,65625
59840,25685
59841,31250
59843,28125
59844,21364
59845,14714
59846,40052
59847,49583
59851,96364
59854,53438
59858,34688
59859,22105
59860,30533
59863,68472
59864,19614
59865,28929
59868,28054
59870,38093
59872,37596
59873,39052
59874,42537
59875,33603
59901,34092
59911,42860
59912,39965
59914,48125
59916,65833
59917,25041
59918,50000
59919,20568
59920,45938
59923,26250
59925,24338
59927,25179
59930,25583
59934,33393
59935,21729
59936,41875
59937,42000
60002,42821
60004,63880
60005,57396
60007,55449
60008,56317
60010,54764
60012,61833
60013,48481
60014,54236
60015,70386
60016,46306
60018,41346
60020,45901
60021,40265
60022,48537
60025,53739
60026,50392
60030,54314
60031,56581
60033,50109
60034,22462
60035,53028
60040,41857
60041,57390
60042,59215
60043,75547
60044,61410
60045,77871
60046,61875
60047,57903
60048,54002
60050,38008
60051,56071
60053,45030
60056,46055
60060,70540
60061,66593
60062,55293
60064,25440
60067,65766
60068,57567
60069,45357
60070,46196
60071,42716
60072,36667
60073,47571
60074,51099
60076,58625
60077,36944
60081,47097
60083,69286
60084,47587
60085,31942
60087,53646
60088,58060
60089,62171
60090,59595
60091,75050
60093,68167
60096,40417
60097,51121
60098,44044
60099,34773
60101,44452
60102,59009
60103,58857
60104,35714
60106,51747
60107,60097
60108,51906
60109,53750
60110,45697
60111,72132
60112,62309
60113,65357
60115,30120
60118,57098
60119,54148
60120,44756
60123,45683
60124,89485
60126,56436
60130,45222
60131,36493
60133,49966
60134,63590
60135,40424
60136,58750
60137,49764
60139,54918
60140,48958
60141,14539
60142,42757
60143,89211
60144,52500
60145,58080
60146,48456
60148,54667
60150,32833
60151,60846
60152,32673
60153,38784
60154,55233
60155,36575
60156,60107
60157,35327
60160,42341
60162,41250
60163,57799
60164,38257
60165,45795
60169,49154
60171,40513
60172,56071
60173,72279
60174,54571
60175,66343
60176,43426
60177,58859
60178,39309
60180,44141
60181,49833
60184,88174
60185,63574
60187,64418
60188,52406
60189,62052
60190,69215
60191,47548
60192,100030
60193,57465
60194,61148
60195,65154
60201,40699
60202,63229
60203,66313
60301,75789
60302,53897
60304,51354
60305,54684
60401,39872
60402,37411
60403,53182
60404,49920
60406,28125
60407,28167
60408,49732
60409,35857
60410,61597
60411,32423
60415,34526
60416,43566
60417,45225
60418,38953
60419,36720
60420,34531
60421,64516
60422,66026
60423,44625
60424,45750
60425,39643
60426,22872
60428,34314
60429,42806
60430,41443
60431,57065
60432,39453
60433,32100
60435,40164
60436,34759
60438,42192
60439,46983
60440,54538
60441,51318
60442,62045
60443,37014
60444,49583
60445,39133
60446,53067
60447,72981
60448,70057
60449,73892
60450,44640
60451,59457
60452,56052
60453,43184
60455,33813
60456,31405
60457,37153
60458,39198
60459,43700
60460,31688
60461,57794
60462,44114
60463,70968
60464,50871
60465,46415
60466,37133
60467,56761
60468,55431
60469,32948
60470,51563
60471,21050
60472,17273
60473,36719
60474,45417
60475,31875
60476,35125
60477,53840
60478,43395
60479,42188
60480,78365
60481,45597
60482,33151
60484,53906
60487,62619
60490,98214
60491,52093
60501,29947
60502,76621
60503,72733
60504,63687
60505,37991
60506,41600
60510,43214
60511,95152
60513,49255
60514,58279
60515,43508
60516,51732
60517,57833
60518,33523
60520,46750
60521,78750
60523,31403
60525,54466
60526,52610
60527,62900
60530,53500
60531,33558
60532,61092
60534,38431
60536,66250
60537,70139
60538,54800
60540,59875
60541,61250
60542,61591
60543,50539
60544,49029
60545,49415
60546,47226
60548,43851
60550,54464
60551,50795
60552,46250
60553,23125
60554,46647
60555,64809
60556,31829
60558,77917
60559,51390
60560,78274
60561,55109
60563,63484
60564,81968
60565,65082
60585,77583
60586,84000
60601,106488
60602,169063
60603,86579
60605,86441
60606,118466
60607,93361
60608,52863
60609,26542
60610,84521
60611,89615
60612,31288
60613,72235
60614,87025
60615,38183
60616,54370
60617,30738
60618,70132
60619,30634
60620,25625
60621,19017
60622,91159
60623,23170
60624,16525
60625,62077
60626,41483
60628,30577
60629,24331
60630,51036
60631,60080
60632,24478
60633,28835
60634,38385
60636,20318
60637,22100
60638,41351
60639,26811
60640,53534
60641,45239
60642,110433
60643,40108
60644,18808
60645,47232
60646,41500
60647,75201
60649,31069
60651,30915
60652,40754
60653,21869
60654,108212
60655,59969
60656,52355
60657,77159
60659,40638
60660,48443
60661,113993
60706,48403
60707,36318
60712,50324
60714,33642
60803,39665
60804,33572
60805,47654
60827,26586
60901,26159
60910,30227
60911,35833
60912,18750
60914,41607
60915,41250
60917,26563
60918,25000
60919,79583
60920,44583
60922,44550
60924,26442
60926,43611
60927,44028
60928,40000
60929,47875
60930,36250
60931,43906
60933,33125
60934,34063
60935,59583
60936,31932
60938,25592
60940,30375
60941,43250
60942,30932
60945,31591
60946,39375
60948,25938
60949,44750
60950,33789
60951,46250
60952,28667
60953,25625
60954,35052
60955,25625
60957,27522
60958,12500
60959,23854
60960,54375
60961,21655
60962,26250
60963,20288
60964,43000
60966,26923
60968,40000
60970,23032
60973,21719
60974,31667
61001,47917
61006,32109
61007,48571
61008,33325
61010,39773
61011,52102
61012,43125
61013,41964
61014,34732
61015,52946
61016,54063
61018,30625
61019,57750
61020,32212
61021,32937
61024,42500
61025,39651
61028,34559
61030,42750
61031,32969
61032,27183
61036,38068
61039,43750
61041,37736
61042,37917
61044,33250
61046,41250
61047,46331
61048,27321
61049,38125
61051,34167
61052,55000
61053,39250
61054,26448
61059,46100
61060,33994
61061,32002
61062,35208
61063,34688
61064,38629
61065,57889
61067,32500
61068,31424
61070,60625
61071,33497
61072,41696
61073,59934
61074,28060
61075,55625
61078,30455
61079,29219
61080,38491
61081,30815
61084,47500
61085,37500
61087,32750
61088,49427
61101,25690
61102,25947
61103,28482
61104,22360
